tick,population,births,deaths,avg_energy,avg_age,groups,neighbor_checks,tick_ms
0,300,0,0,9.7021,9.8416,10,1302,15.905
1,300,0,0,9.8043,9.8666,18,1292,21.582
2,300,0,0,9.9035,9.8916,20,1302,18.843
3,300,0,0,10.0008,9.9166,26,1296,23.544
4,300,0,0,10.0986,9.9416,28,1294,24.716
5,300,0,0,10.1936,9.9666,28,1288,18.089
6,300,0,0,10.2893,9.9916,33,1292,15.352
7,300,0,0,10.3794,10.0166,35,1290,21.467
8,300,0,0,10.4705,10.0416,36,1298,28.226
9,300,0,0,10.5540,10.0666,36,1288,28.167
10,300,0,0,10.6417,10.0916,36,1300,26.169
11,300,0,0,10.7217,10.1166,38,1294,20.534
12,300,0,0,10.8061,10.1416,39,1296,24.400
13,300,0,0,10.8821,10.1666,39,1292,24.347
14,300,0,0,10.9627,10.1916,39,1286,21.074
15,300,0,0,11.0337,10.2166,40,1278,25.533
16,300,0,0,11.1108,10.2416,40,1274,17.389
17,300,0,0,11.1792,10.2666,39,1284,36.051
18,300,0,0,11.2501,10.2916,39,1282,27.550
19,300,0,0,11.3086,10.3166,39,1280,29.954
20,300,0,0,11.3745,10.3416,38,1288,21.906
21,299,0,1,11.4274,10.3629,38,1307,29.246
22,299,0,0,11.4907,10.3879,39,1314,21.285
23,299,0,0,11.5398,10.4129,39,1320,22.612
24,299,0,0,11.5966,10.4379,40,1312,20.377
25,299,1,1,11.6163,10.3939,40,1324,33.378
26,299,0,0,11.6696,10.4189,40,1336,20.524
27,299,1,1,11.6891,10.3769,40,1337,31.570
28,299,0,0,11.7405,10.4019,40,1344,32.099
29,299,0,0,11.7752,10.4269,40,1336,25.264
30,298,1,2,11.7986,10.3756,42,1325,18.152
31,298,0,0,11.8306,10.4006,42,1324,23.176
32,298,0,0,11.8754,10.4256,43,1326,21.549
33,298,0,0,11.9076,10.4506,43,1326,32.400
34,298,0,0,11.9503,10.4756,43,1324,22.834
35,298,0,0,11.9802,10.5006,43,1322,31.439
36,298,0,0,12.0196,10.5256,43,1330,25.762
37,298,1,1,12.0236,10.4831,42,1328,30.891
38,298,0,0,12.0642,10.5081,42,1332,26.759
