tick,population,births,deaths,avgEnergy,avgAge,groups,neighborChecks,tickDurationMs
2468,500,0,0,31.12141,35.42407,5,2190,2.3537
2469,500,0,0,31.129774,35.45742,5,2228,5.1672
2470,500,0,0,31.138805,35.49075,5,2226,4.4876
2471,500,0,0,31.146202,35.52406,5,2208,3.4527
2472,500,0,0,31.154015,35.557392,5,2216,3.417
2473,499,0,1,31.199368,35.54083,5,2228,3.7017
2474,500,1,0,31.128265,35.50305,5,2236,3.511
2475,500,0,0,31.135109,35.536373,5,2246,3.3914
2476,500,0,0,31.14202,35.569714,5,2210,3.397
2477,500,0,0,31.14902,35.60305,5,2224,3.5108
2478,500,0,0,31.151585,35.636375,5,2220,3.7913
2479,500,0,0,31.154314,35.66968,5,2186,6
2480,500,0,0,31.156313,35.703003,5,2190,6.4468
2481,500,0,0,31.159939,35.736347,5,2212,3.6204
2482,499,0,1,31.189594,35.735344,5,2204,3.5273
2483,500,1,0,31.118546,35.697136,5,2220,3.447
2484,500,0,0,31.12756,35.730488,5,2234,3.4998
2485,500,0,0,31.136566,35.763813,5,2242,3.5251
2486,500,0,0,31.147057,35.797134,5,2264,4.429
2487,500,0,0,31.157461,35.830456,5,2246,6.1827
2488,500,0,0,31.169998,35.863804,5,2254,4.0381
2489,500,0,0,31.18062,35.89717,5,2246,3.5223
2490,500,0,0,31.188414,35.9305,5,2260,3.0773
2491,500,0,0,31.196281,35.96384,5,2234,3.7381
2492,500,0,0,31.205837,35.997173,5,2274,3.4688
2493,500,0,0,31.213366,36.030502,5,2282,3.4025
2494,500,0,0,31.221655,36.063816,5,2316,3.7184
2495,500,0,0,31.231482,36.097137,5,2332,3.6404
2496,500,0,0,31.239843,36.130474,5,2276,2.4588
2497,500,0,0,31.248549,36.163803,5,2282,4.6097
2498,500,0,0,31.25568,36.19712,5,2300,4.7481
2499,500,0,0,31.263412,36.23047,5,2306,4.4763
2500,500,0,0,31.272844,36.2638,5,2322,3.1319
2501,500,0,0,31.280264,36.297127,5,2300,2.6607
2502,500,0,0,31.285437,36.33046,5,2294,3.277
2503,500,0,0,31.29026,36.363808,5,2290,3.2059
2504,500,0,0,31.293491,36.397175,5,2258,3.0565
2505,500,0,0,31.299734,36.430496,5,2264,2.4176
2506,500,0,0,31.307995,36.463837,5,2250,2.6084
2507,500,0,0,31.313616,36.497177,5,2278,2.5041
2508,500,0,0,31.322332,36.5305,5,2246,2.3605
2509,500,0,0,31.329556,36.563812,5,2272,2.8669
2510,500,0,0,31.336887,36.59713,5,2274,3.3402
2511,499,0,1,31.40782,36.585915,5,2252,2.3957
2512,499,1,1,31.401691,36.495735,5,2261,2.928
2513,499,1,1,31.393673,36.4052,5,2233,3.5404
2514,500,1,0,31.319666,36.36567,5,2224,3.1243
2515,500,0,0,31.32722,36.398994,5,2246,3.283
2516,500,0,0,31.335085,36.43232,5,2224,2.4433
2517,499,0,1,31.403315,36.48957,5,2213,2.394
2518,499,1,1,31.392408,36.400204,5,2199,2.3646
2519,500,1,0,31.320724,36.3607,5,2218,2.3538
2520,500,0,0,31.326681,36.39403,5,2210,2.4363
2521,500,0,0,31.333136,36.427372,5,2212,3.0064
2522,500,0,0,31.34115,36.460712,5,2190,2.9312
2523,500,0,0,31.349594,36.494034,5,2170,2.4198
2524,500,0,0,31.35564,36.527348,5,2172,2.3444
2525,500,0,0,31.360554,36.560658,5,2190,2.3526
2526,500,0,0,31.366014,36.594006,5,2188,2.3403
2527,500,0,0,31.37054,36.627342,5,2180,2.418
2528,500,0,0,31.37577,36.66066,5,2176,3.4122
2529,500,0,0,31.379444,36.694004,5,2176,2.5295
2530,500,0,0,31.380945,36.72733,5,2162,2.3909
2531,500,0,0,31.384064,36.760643,5,2180,2.4117
2532,500,0,0,31.385092,36.793983,5,2170,2.3706
2533,500,0,0,31.38485,36.827324,5,2190,2.3695
2534,500,0,0,31.383968,36.860687,5,2180,3.0232
2535,500,0,0,31.38362,36.894024,5,2166,7.2841
2536,500,0,0,31.388426,36.92737,5,2188,3.7172
2537,500,0,0,31.39485,36.96071,5,2184,3.4726
2538,500,0,0,31.400084,36.994022,5,2192,6.3122
2539,500,0,0,31.40862,37.027344,5,2204,6.8125
2540,499,0,1,31.479237,37.106125,5,2197,4.7644
2541,500,1,0,31.410133,37.065193,5,2194,4.6249
2542,500,0,0,31.41703,37.09853,5,2214,3.4105
2543,500,0,0,31.423086,37.13185,5,2220,3.4034
2544,500,0,0,31.431551,37.1652,5,2200,3.4023
2545,500,0,0,31.441496,37.198532,5,2174,3.448
2546,500,0,0,31.448841,37.23184,5,2220,2.5406
2547,500,0,0,31.459368,37.265175,5,2186,3.5228
2548,500,0,0,31.471064,37.298504,5,2162,3.392
2549,499,0,1,31.46276,37.300484,5,2176,3.6927
2550,499,1,1,31.455513,37.211174,5,2171,3.6383
2551,500,1,0,31.379852,37.170025,5,2174,3.4018
2552,500,0,0,31.38167,37.203365,5,2172,3.3961
2553,500,0,0,31.385387,37.23668,5,2180,3.3695
2554,498,0,2,31.439093,37.183334,5,2183,2.6808
2555,500,2,0,31.288546,37.06778,5,2146,7.25
2556,499,0,1,31.359705,37.151356,5,2188,6.2389
2557,500,1,0,31.289907,37.11033,5,2190,3.936
2558,499,0,1,31.293407,37.167248,5,2198,4.0794
2559,500,1,0,31.221418,37.126198,5,2188,3.3601
2560,500,0,0,31.227386,37.159527,5,2202,3.3564
2561,499,0,1,31.295399,37.209854,5,2210,3.4443
2562,500,1,0,31.222055,37.16871,5,2186,4.0512
2563,500,0,0,31.225506,37.202045,5,2222,3.9865
2564,499,0,1,31.185308,37.194607,5,2204,3.4247
2565,500,1,0,31.109951,37.153484,5,2212,4.8675
2566,500,0,0,31.112776,37.186825,5,2212,5.9609
2567,500,0,0,31.113024,37.220173,5,2222,3.7735
2568,500,0,0,31.11322,37.253483,5,2226,3.3097
2569,500,0,0,31.116632,37.2868,5,2242,3.0266
2570,499,0,1,31.182858,37.2758,5,2221,3.9628
2571,500,1,0,31.108074,37.234516,5,2220,3.8604
2572,500,0,0,31.116,37.267853,5,2216,3.8435
2573,500,0,0,31.123552,37.30118,5,2218,3.4133
2574,500,0,0,31.128597,37.334534,5,2224,3.418
2575,500,0,0,31.132957,37.367863,5,2182,3.6209
2576,500,0,0,31.139412,37.401173,5,2182,3.588
2577,500,0,0,31.148033,37.43451,5,2154,3.4227
2578,500,0,0,31.156397,37.46784,5,2166,3.3763
2579,500,0,0,31.163712,37.501217,5,2176,3.3711
2580,500,0,0,31.171436,37.53455,5,2168,3.666
2581,500,0,0,31.18049,37.567886,5,2174,3.4763
2582,500,0,0,31.185537,37.60123,5,2204,3.3663
2583,500,0,0,31.189484,37.63454,5,2182,3.3661
2584,500,0,0,31.194738,37.667862,5,2160,3.6102
2585,500,0,0,31.201479,37.70117,5,2192,3.5014
2586,499,0,1,31.200916,37.711,5,2176,3.3562
2587,500,1,0,31.128305,37.668846,5,2184,3.3921
2588,500,0,0,31.13379,37.70218,5,2194,3.4065
2589,500,0,0,31.138647,37.73553,5,2228,3.4845
2590,500,0,0,31.143778,37.768856,5,2204,3.7155
2591,500,0,0,31.15192,37.80217,5,2200,2.4769
2592,499,0,1,31.221403,37.83611,5,2197,2.3687
2593,500,1,0,31.151012,37.793697,5,2194,2.3489
2594,500,0,0,31.159203,37.82708,5,2206,2.3565
2595,499,0,1,31.186325,37.85426,5,2206,2.6223
2596,500,1,0,31.112917,37.81182,5,2190,5.5112
2597,500,0,0,31.119932,37.845158,5,2194,8.0618
2598,499,0,1,31.193,37.831135,5,2160,4.9497
2599,500,1,0,31.12778,37.788723,5,2158,3.2592
2600,500,0,0,31.137417,37.822037,5,2192,3.7984
2601,499,0,1,31.209095,37.811665,5,2194,2.4388
2602,500,1,0,31.140522,37.769314,5,2192,3.6934
2603,500,0,0,31.148474,37.802647,5,2230,4.0327
2604,499,0,1,31.175705,37.836876,5,2258,2.5318
2605,500,1,0,31.107723,37.794456,5,2204,2.3864
2606,500,0,0,31.119284,37.827766,5,2204,2.3782
2607,500,0,0,31.130482,37.8611,5,2198,2.3913
2608,500,0,0,31.141262,37.89443,5,2190,2.3932
2609,500,0,0,31.150934,37.927803,5,2174,2.8905
2610,499,0,1,31.16149,37.953316,5,2180,2.8135
2611,500,1,0,31.08833,37.910683,5,2184,2.564
2612,500,0,0,31.09646,37.94402,5,2230,2.5823
2613,500,0,0,31.105225,37.977337,5,2268,2.5817
2614,500,0,0,31.111727,38.010654,5,2310,2.6586
2615,500,0,0,31.116789,38.04397,5,2284,3.7258
2616,500,0,0,31.118176,38.077305,5,2270,3.68
2617,500,0,0,31.119558,38.11064,5,2254,3.4092
2618,500,0,0,31.124039,38.14397,5,2236,3.4771
2619,500,0,0,31.128263,38.17733,5,2224,3.9871
2620,500,0,0,31.133257,38.210644,5,2234,3.9471
2621,500,0,0,31.139187,38.243965,5,2236,3.5565
2622,500,0,0,31.142607,38.277306,5,2228,3.3686
2623,500,0,0,31.147308,38.31064,5,2226,2.8724
2624,500,0,0,31.155048,38.343998,5,2244,3.5041
2625,500,0,0,31.162247,38.37734,5,2238,3.6607
2626,500,0,0,31.168365,38.41068,5,2232,3.3978
2627,500,0,0,31.173386,38.444016,5,2254,3.7472
2628,500,0,0,31.178,38.477333,5,2280,3.5683
2629,500,0,0,31.181833,38.51065,5,2270,3.6006
2630,500,0,0,31.186821,38.543964,5,2248,3.7181
2631,500,0,0,31.192923,38.577297,5,2230,3.5368
2632,500,0,0,31.19986,38.61063,5,2264,3.4049
2633,500,0,0,31.207981,38.64396,5,2274,3.4327
2634,500,0,0,31.216387,38.67732,5,2256,3.5593
2635,500,0,0,31.225266,38.71064,5,2274,2.5394
2636,499,0,1,31.29552,38.742645,5,2222,3.452
2637,499,1,1,31.27835,38.651936,5,2205,7.2667
2638,499,1,1,31.273966,38.560482,5,2187,4.2343
2639,500,1,0,31.201197,38.516655,5,2194,3.6113
2640,500,0,0,31.207262,38.55001,5,2236,2.3908
2641,500,0,0,31.212084,38.583347,5,2198,2.4462
2642,500,0,0,31.220306,38.61668,5,2200,2.3611
2643,500,0,0,31.231216,38.649994,5,2186,2.6906
2644,500,0,0,31.243206,38.683308,5,2174,3.4299
2645,500,0,0,31.256977,38.71663,5,2164,2.6101
2646,500,0,0,31.268871,38.749958,5,2168,3.4619
2647,500,0,0,31.278994,38.7833,5,2178,3.5219
2648,500,0,0,31.28736,38.81663,5,2188,3.6557
2649,500,0,0,31.294739,38.849976,5,2182,3.0984
2650,500,0,0,31.3033,38.883312,5,2150,4.4853
2651,500,0,0,31.310364,38.916626,5,2152,3.6627
2652,500,0,0,31.31707,38.94997,5,2160,3.52
2653,500,0,0,31.324417,38.983288,5,2158,3.6916
2654,500,0,0,31.330166,39.01665,5,2146,7.2673
2655,500,0,0,31.336647,39.050003,5,2160,4.8568
2656,500,0,0,31.346422,39.08335,5,2156,3.781
2657,499,0,1,31.419596,39.067814,5,2155,3.3923
2658,500,1,0,31.351095,39.022934,5,2170,2.7711
2659,500,0,0,31.360231,39.056248,5,2186,2.5149
2660,500,0,0,31.370453,39.089554,5,2212,2.4267
2661,500,0,0,31.377445,39.12289,5,2206,2.4631
2662,500,0,0,31.383682,39.156216,5,2198,3.5579
2663,500,0,0,31.386177,39.189552,5,2218,2.6453
2664,500,0,0,31.38875,39.222904,5,2240,2.4213
2665,500,0,0,31.395622,39.256237,5,2268,2.3522
2666,500,0,0,31.401777,39.289555,5,2212,2.3607
2667,499,0,1,31.394407,39.293484,5,2230,2.3885
2668,500,1,0,31.321615,39.248154,5,2232,3.9092
2669,500,0,0,31.327343,39.281506,5,2254,3.3435
2670,500,0,0,31.332132,39.31487,5,2260,3.3838
2671,500,0,0,31.337385,39.348213,5,2236,3.4472
2672,500,0,0,31.34074,39.381546,5,2268,3.4156
2673,500,0,0,31.343756,39.414864,5,2282,3.8154
2674,500,0,0,31.346853,39.448174,5,2266,3.4924
2675,500,0,0,31.351706,39.481483,5,2246,3.4963
2676,500,0,0,31.356352,39.514816,5,2262,3.4764
2677,500,0,0,31.363775,39.54815,5,2264,3.0713
2678,499,0,1,31.295683,39.5421,5,2298,6.0269
2679,500,1,0,31.226078,39.496292,5,2310,5.4389
2680,500,0,0,31.235851,39.52964,5,2316,3.2412
2681,500,0,0,31.24455,39.56295,5,2338,4.1409
2682,500,0,0,31.25363,39.59629,5,2322,3.3305
2683,500,0,0,31.264355,39.629612,5,2332,2.6365
2684,500,0,0,31.276775,39.66297,5,2326,2.4419
2685,500,0,0,31.287018,39.696316,5,2320,2.5143
2686,499,0,1,31.329538,39.761593,5,2288,3.3953
2687,500,1,0,31.263123,39.715336,5,2310,3.8805
2688,498,0,2,31.266804,39.69223,5,2304,3.4471
2689,498,2,2,31.201721,39.524143,5,2267,3.5771
2690,497,2,3,31.248226,39.379368,5,2268,3.7079
2691,500,3,0,31.023668,39.176216,5,2288,4.2869
2692,500,0,0,31.030708,39.20956,5,2294,3.7211
2693,499,0,1,31.056772,39.209827,5,2278,3.8749
2694,500,1,0,30.983767,39.164684,5,2246,3.9729
2695,500,0,0,30.989548,39.198032,5,2240,3.8289
2696,500,0,0,30.994238,39.231335,5,2228,3.8851
2697,500,0,0,30.996986,39.264675,5,2260,3.3077
2698,500,0,0,30.997774,39.298023,5,2218,3.9134
2699,500,0,0,30.994877,39.331375,5,2246,3.832
2700,500,0,0,30.994705,39.36473,5,2252,3.3332
2701,500,0,0,30.993402,39.398075,5,2252,3.3168
2702,500,0,0,30.995592,39.431416,5,2238,3.2796
2703,500,0,0,30.997553,39.464733,5,2262,3.0528
2704,500,0,0,31.00225,39.49806,5,2244,3.4362
2705,500,0,0,31.011309,39.53136,5,2228,4.2201
2706,500,0,0,31.021076,39.56468,5,2316,5.0335
2707,499,0,1,31.09151,39.57685,5,2295,4.0826
2708,500,1,0,31.022299,39.53094,5,2284,3.7853
2709,500,0,0,31.029785,39.564285,5,2298,3.6759
2710,500,0,0,31.037842,39.597626,5,2294,2.697
2711,500,0,0,31.046644,39.630924,5,2286,2.7357
2712,500,0,0,31.055183,39.66427,5,2270,2.596
2713,500,0,0,31.066631,39.697605,5,2308,2.4971
2714,499,0,1,31.022064,39.699368,5,2294,2.5879
2715,500,1,0,30.952116,39.653255,5,2290,3.1945
2716,500,0,0,30.958069,39.68661,5,2310,7.394
2717,500,0,0,30.962997,39.719948,5,2308,8.1258
2718,500,0,0,30.96959,39.75326,5,2326,6.2623
2719,500,0,0,30.978062,39.78659,5,2308,4.4545
2720,500,0,0,30.986147,39.819893,5,2334,3.8083
2721,500,0,0,30.994797,39.853207,5,2328,3.9247
2722,499,0,1,30.986637,39.8546,5,2311,3.8809
2723,499,1,1,30.909708,39.78625,5,2291,3.8051
2724,499,1,1,30.90544,39.683987,5,2287,3.8449
2725,500,1,0,30.83688,39.637894,5,2300,4.117
2726,500,0,0,30.84616,39.671196,5,2332,4.8961
2727,500,0,0,30.854263,39.70454,5,2312,5.3066
2728,500,0,0,30.861187,39.73787,5,2290,6.6515
2729,500,0,0,30.86538,39.77123,5,2302,7.5657
2730,500,0,0,30.87028,39.80458,5,2328,7.1612
2731,500,0,0,30.873394,39.837936,5,2320,7.4829
2732,500,0,0,30.877413,39.871284,5,2330,6.8923
2733,500,0,0,30.879568,39.9046,5,2358,8.6589
2734,499,0,1,30.927147,39.888767,5,2322,6.5447
2735,498,1,2,30.97858,39.84247,5,2335,7.9884
2736,500,2,0,30.827047,39.716286,5,2364,5.885
2737,499,0,1,30.89402,39.795284,5,2386,6.2693
2738,500,1,0,30.822752,39.74895,5,2352,2.8903
2739,500,0,0,30.83268,39.782276,5,2342,3.0679
2740,500,0,0,30.843554,39.81562,5,2310,9.9783
2741,500,0,0,30.855436,39.848923,5,2310,10.026
2742,500,0,0,30.8649,39.882267,5,2314,6.7194
2743,500,0,0,30.874931,39.9156,5,2312,4.444
2744,500,0,0,30.886261,39.94896,5,2298,3.6234
2745,499,0,1,30.929771,39.94782,5,2318,2.3635
2746,500,1,0,30.865782,39.901203,5,2284,2.3435
2747,500,0,0,30.876057,39.934547,5,2284,2.6874
2748,500,0,0,30.885025,39.96786,5,2286,5.3663
2749,500,0,0,30.892927,40.001186,5,2296,2.552
2750,500,0,0,30.901318,40.034492,5,2306,2.4565
2751,499,0,1,30.97224,40.010036,5,2316,2.4237
2752,499,1,1,30.89326,40.001892,5,2281,2.5208
2753,499,1,1,30.794767,39.949184,5,2258,3.2428
2754,499,1,1,30.768257,39.863796,5,2264,4.7516
2755,499,1,1,30.758322,39.763077,5,2245,8.5956
2756,500,1,0,30.687235,39.71679,5,2260,7.725
2757,500,0,0,30.691404,39.750122,5,2214,9.574
2758,500,0,0,30.692892,39.78347,5,2214,7.945
2759,500,0,0,30.696068,39.81683,5,2220,6.5381
2760,499,0,1,30.762636,39.800316,5,2255,5.3438
2761,499,1,1,30.7523,39.7141,5,2245,8.3503
2762,500,1,0,30.68067,39.667946,5,2238,8.4334
2763,499,0,1,30.745237,39.646553,5,2223,6.4538
2764,499,1,1,30.73329,39.55116,5,2235,7.4193
2765,500,1,0,30.663376,39.505302,5,2240,4.1003
2766,500,0,0,30.670502,39.538612,5,2232,3.4145
2767,500,0,0,30.67481,39.571953,5,2232,3.5662
2768,500,0,0,30.680235,39.605286,5,2242,2.5756
2769,500,0,0,30.686592,39.638615,5,2246,3.5279
2770,500,0,0,30.695324,39.671963,5,2238,2.9609
2771,500,0,0,30.700481,39.70526,5,2226,5.1554
2772,500,0,0,30.706743,39.738598,5,2224,6.7352
2773,500,0,0,30.714008,39.771946,5,2228,5.0847
2774,500,0,0,30.719717,39.805294,5,2260,3.7416
2775,499,0,1,30.711401,39.819088,5,2278,3.4609
2776,499,1,1,30.708466,39.72345,5,2221,3.513
2777,499,1,1,30.589607,39.635212,5,2176,3.7554
2778,499,1,1,30.588005,39.533268,5,2193,3.5361
2779,500,1,0,30.522465,39.487457,5,2192,3.5276
2780,500,0,0,30.534758,39.520763,5,2224,3.4393
2781,500,0,0,30.545843,39.554073,5,2208,3.4937
2782,500,0,0,30.553762,39.58741,5,2194,3.7734
2783,500,0,0,30.55974,39.620747,5,2202,3.4247
2784,500,0,0,30.566849,39.654076,5,2198,3.7331
2785,500,0,0,30.574368,39.687424,5,2250,3.4618
2786,500,0,0,30.579615,39.720734,5,2262,2.8637
2787,500,0,0,30.586674,39.75407,5,2280,4.3603
2788,499,0,1,30.563791,39.794136,5,2286,5.7173
2789,499,1,1,30.561628,39.697624,5,2279,3.7856
2790,499,1,1,30.561258,39.59959,5,2283,3.8821
2791,499,1,1,30.561638,39.49753,5,2264,3.4754
2792,500,1,0,30.496723,39.451805,5,2256,3.4265
2793,499,0,1,30.56987,39.413094,5,2282,3.274
2794,500,1,0,30.504759,39.367516,5,2304,2.4846
2795,500,0,0,30.517174,39.400826,5,2324,2.8108
2796,500,0,0,30.528234,39.434124,5,2342,3.3098
2797,500,0,0,30.537552,39.467472,5,2350,2.3685
2798,500,0,0,30.544838,39.50082,5,2280,2.3719
2799,499,0,1,30.520044,39.488068,5,2252,2.3796
2800,499,1,1,30.51083,39.385937,5,2232,4.6705
2801,500,1,0,30.433535,39.34041,5,2238,4.0311
2802,500,0,0,30.436098,39.373745,5,2232,3.5087
2803,499,0,1,30.492086,39.354053,5,2242,3.5294
2804,500,1,0,30.421383,39.30863,5,2258,3.5107
2805,500,0,0,30.428194,39.341984,5,2292,3.6677
2806,500,0,0,30.434841,39.37533,5,2282,3.5584
2807,498,0,2,30.370499,39.324837,5,2247,3.6359
2808,500,2,0,30.221998,39.200733,5,2204,3.5676
2809,500,0,0,30.230688,39.23405,5,2238,3.5069
2810,500,0,0,30.239452,39.26736,5,2210,3.3657
2811,500,0,0,30.24338,39.30066,5,2244,6.1342
2812,500,0,0,30.2491,39.33401,5,2256,8.2482
2813,500,0,0,30.25602,39.367348,5,2206,4.9669
2814,500,0,0,30.263178,39.400692,5,2202,3.9102
2815,500,0,0,30.27328,39.434036,5,2202,3.4049
2816,499,0,1,30.274467,39.52099,5,2216,3.4074
2817,500,1,0,30.208069,39.475212,5,2230,3.62
2818,500,0,0,30.216742,39.50854,5,2198,3.485
2819,500,0,0,30.223972,39.541893,5,2216,3.4281
2820,500,0,0,30.22911,39.575256,5,2180,3.4958
2821,500,0,0,30.231138,39.608593,5,2182,3.4822
2822,500,0,0,30.231382,39.64193,5,2194,3.6542
2823,500,0,0,30.229504,39.675255,5,2170,3.7671
2824,500,0,0,30.229082,39.70856,5,2204,3.5881
2825,500,0,0,30.229267,39.74189,5,2204,3.4452
2826,500,0,0,30.230215,39.77519,5,2196,3.7871
2827,500,0,0,30.23469,39.808537,5,2202,3.9493
2828,500,0,0,30.239355,39.841873,5,2184,4.0481
2829,499,0,1,30.239851,39.867493,5,2175,3.4158
2830,500,1,0,30.172932,39.821026,5,2132,3.0944
2831,500,0,0,30.181673,39.854343,5,2190,3.6871
2832,500,0,0,30.189379,39.887676,5,2206,2.6352
2833,500,0,0,30.194273,39.921013,5,2230,2.6839
2834,500,0,0,30.200846,39.954353,5,2268,2.6325
2835,500,0,0,30.208925,39.987717,5,2242,2.66
2836,499,0,1,30.265501,40.04681,5,2217,3.2199
2837,499,1,1,30.260252,39.941742,5,2238,3.8276
2838,499,1,1,30.252764,39.843548,5,2250,3.8222
2839,500,1,0,30.180834,39.797092,5,2240,3.8222
2840,500,0,0,30.186394,39.83042,5,2264,3.3173
2841,500,0,0,30.194391,39.86372,5,2272,3.7544
2842,499,0,1,30.261839,39.843613,5,2257,3.4986
2843,500,1,0,30.191954,39.797195,5,2234,3.4395
2844,500,0,0,30.199022,39.83055,5,2252,3.4028
2845,499,0,1,30.266613,39.806576,5,2271,3.332
2846,499,1,1,30.258907,39.706974,5,2225,3.6012
2847,499,1,1,30.248356,39.602036,5,2271,2.5688
2848,498,1,2,30.294884,39.442463,5,2272,2.5145
2849,499,2,1,30.13887,39.297424,5,2285,2.3974
2850,500,1,0,30.07446,39.252117,5,2252,2.521
2851,500,0,0,30.085201,39.285458,5,2268,3.0537
2852,500,0,0,30.093388,39.31879,5,2284,3.2948
2853,500,0,0,30.097706,39.352123,5,2302,4.8651
2854,500,0,0,30.102512,39.385426,5,2270,3.8722
2855,500,0,0,30.105701,39.418743,5,2264,2.7582
2856,500,0,0,30.10675,39.452053,5,2272,3.4733
2857,500,0,0,30.109764,39.485394,5,2258,3.7828
2858,500,0,0,30.111944,39.518734,5,2266,3.4052
2859,500,0,0,30.112625,39.5521,5,2242,3.3622
2860,500,0,0,30.113447,39.58545,5,2242,3.44
2861,500,0,0,30.119095,39.618767,5,2234,3.454
2862,499,0,1,30.186754,39.59657,5,2218,4.5688
2863,500,1,0,30.119715,39.550617,5,2198,3.987
2864,500,0,0,30.13106,39.583954,5,2178,3.7464
2865,500,0,0,30.142458,39.617313,5,2220,3.5543
2866,500,0,0,30.153378,39.65065,5,2220,3.5083
2867,500,0,0,30.164078,39.683983,5,2202,3.4217
2868,500,0,0,30.174625,39.717316,5,2212,3.3853
2869,500,0,0,30.183022,39.75063,5,2252,3.3806
2870,499,0,1,30.17707,39.7638,5,2244,3.6027
2871,500,1,0,30.106094,39.717518,5,2246,3.5723
2872,500,0,0,30.111704,39.750862,5,2232,3.5515
2873,500,0,0,30.117188,39.784203,5,2204,5.4743
2874,500,0,0,30.124777,39.817562,5,2202,5.2715
2875,499,0,1,30.191317,39.818882,5,2215,3.5133
2876,500,1,0,30.119781,39.772507,5,2226,3.5685
2877,500,0,0,30.126204,39.805836,5,2254,3.4333
2878,500,0,0,30.132214,39.83915,5,2214,3.6816
2879,500,0,0,30.141335,39.872482,5,2198,3.643
2880,500,0,0,30.148378,39.905838,5,2204,3.4738
2881,500,0,0,30.157139,39.93917,5,2230,3.4168
2882,500,0,0,30.166327,39.97251,5,2214,3.4544
2883,500,0,0,30.177273,40.005844,5,2264,3.6591
2884,499,0,1,30.245588,40.082325,5,2288,3.5659
2885,500,1,0,30.176094,40.035408,5,2276,3.5819
2886,498,0,2,30.20284,39.995304,5,2284,3.4834
2887,500,2,0,30.059338,39.868526,5,2256,3.7565
2888,500,0,0,30.067204,39.901863,5,2254,6.7304
2889,500,0,0,30.075703,39.935226,5,2272,7.8005
2890,500,0,0,30.086935,39.968575,5,2294,5.2836
2891,499,0,1,30.155033,39.96957,5,2302,4.164
2892,500,1,0,30.08574,39.922894,5,2276,3.9795
2893,500,0,0,30.091383,39.95621,5,2252,3.6295
2894,499,0,1,30.038994,39.952454,5,2249,4.1978
2895,500,1,0,29.964926,39.905838,5,2266,2.9764
2896,499,0,1,29.935783,39.91728,5,2301,3.675
2897,500,1,0,29.863087,39.870716,5,2296,3.7829
2898,500,0,0,29.866589,39.904045,5,2292,4.2433
2899,497,0,3,29.89951,39.824776,5,2277,5.321
2900,499,3,1,29.740284,39.563263,5,2232,3.2429
2901,500,1,0,29.672045,39.517387,5,2210,2.5662
2902,499,0,1,29.737314,39.49372,5,2238,2.6195
2903,499,1,1,29.73134,39.391254,5,2234,3.8877
2904,500,1,0,29.664738,39.345764,5,2260,3.9183
2905,500,0,0,29.6748,39.379097,5,2312,2.9216
2906,500,0,0,29.685852,39.412434,5,2324,2.6533
2907,500,0,0,29.69773,39.445763,5,2322,2.6256
2908,499,0,1,29.744516,39.428814,5,2306,3.1301
2909,500,1,0,29.675854,39.383232,5,2270,4.6028
2910,500,0,0,29.68025,39.416588,5,2280,3.2128
2911,500,0,0,29.685505,39.449917,5,2246,2.6327
2912,500,0,0,29.690647,39.483253,5,2252,2.4049
2913,499,0,1,29.705427,39.465584,5,2234,2.8034
2914,499,1,1,29.698475,39.35347,5,2223,4.1452
2915,500,1,0,29.630247,39.308006,5,2218,2.594
2916,500,0,0,29.63828,39.34132,5,2214,2.5611
2917,499,0,1,29.705841,39.412098,5,2245,2.619
2918,500,1,0,29.637888,39.36654,5,2244,2.564
2919,500,0,0,29.647133,39.399887,5,2296,3.9241
2920,500,0,0,29.65578,39.433224,5,2284,3.4208
2921,499,0,1,29.722425,39.402893,5,2253,5.379
2922,500,1,0,29.655062,39.357357,5,2274,5.0005
2923,500,0,0,29.665623,39.39069,5,2272,3.6429
2924,500,0,0,29.677383,39.42403,5,2234,2.5272
2925,500,0,0,29.688854,39.457382,5,2254,2.3787
2926,500,0,0,29.699932,39.49071,5,2248,2.3484
2927,500,0,0,29.710844,39.524055,5,2258,2.4209
2928,500,0,0,29.72427,39.55738,5,2254,2.5853
2929,500,0,0,29.735958,39.5907,5,2260,3.4911
2930,500,0,0,29.74713,39.624016,5,2250,5.0786
2931,499,0,1,29.81523,39.62377,5,2224,3.7005
2932,500,1,0,29.749706,39.577805,5,2222,2.8908
2933,500,0,0,29.760023,39.611134,5,2246,2.7477
2934,500,0,0,29.767061,39.64448,5,2244,4.8088
2935,500,0,0,29.77457,39.677822,5,2264,6.1154
2936,499,0,1,29.776024,39.704163,5,2268,5.7154
2937,500,1,0,29.704052,39.658012,5,2284,4.6939
2938,500,0,0,29.70993,39.691357,5,2274,3.189
2939,499,0,1,29.776981,39.64391,5,2259,2.7605
2940,499,1,1,29.69165,39.556293,5,2238,2.7586
2941,500,1,0,29.62839,39.510437,5,2236,2.5595
2942,500,0,0,29.641792,39.543785,5,2240,3.1268
2943,500,0,0,29.654629,39.577106,5,2268,2.4888
2944,500,0,0,29.667835,39.610428,5,2242,2.3891
2945,500,0,0,29.680422,39.64374,5,2202,4.1991
2946,500,0,0,29.692577,39.67706,5,2204,6.3793
2947,500,0,0,29.703482,39.710396,5,2224,2.827
2948,500,0,0,29.713274,39.74374,5,2236,2.4084
2949,500,0,0,29.71875,39.77708,5,2216,2.49
2950,500,0,0,29.722033,39.810417,5,2204,2.3392
