tick,population,births,deaths,avg_energy,avg_age,groups,neighbor_checks,tick_ms,pheromone_keys
637,146,1,1,17.2377,10.7117,20,764,15.225,1256
638,146,0,0,17.2890,10.7317,20,762,15.207,1270
639,147,1,0,17.1674,10.6785,21,750,15.774,1281
640,147,0,0,17.2175,10.6985,20,766,15.154,1278
641,147,0,0,17.2622,10.7185,20,758,16.831,1283
642,147,0,0,17.3079,10.7385,20,748,15.152,1285
643,147,1,1,17.3141,10.6126,20,740,15.121,1291
644,147,0,0,17.3620,10.6326,20,736,15.360,1294
645,147,0,0,17.4105,10.6526,19,730,15.228,1283
646,147,0,0,17.4596,10.6726,19,726,16.380,1283
647,147,1,1,17.4670,10.5107,19,731,15.770,1297
648,147,0,0,17.5170,10.5307,19,732,14.911,1302
649,147,1,1,17.5231,10.3698,19,727,15.297,1315
650,147,0,0,17.5695,10.3898,19,726,15.585,1323
651,147,0,0,17.6158,10.4098,19,734,15.091,1332
652,148,1,0,17.4877,10.3594,20,740,15.505,1337
653,148,0,0,17.5329,10.3794,19,754,15.330,1332
654,148,0,0,17.5805,10.3994,19,756,15.726,1339
655,148,1,1,17.5876,10.2648,19,755,15.183,1343
656,148,0,0,17.6360,10.2848,19,754,15.611,1348
657,148,0,0,17.6848,10.3048,19,758,15.666,1350
658,148,0,0,17.7340,10.3248,19,756,15.378,1352
659,148,0,0,17.7834,10.3448,19,752,15.656,1369
660,148,0,0,17.8336,10.3648,19,746,15.209,1372
661,148,0,0,17.8837,10.3848,18,742,16.020,1327
662,148,0,0,17.9352,10.4048,18,748,15.147,1334
663,148,0,0,17.9830,10.4248,18,746,15.666,1334
664,148,0,0,18.0311,10.4448,18,748,15.800,1341
665,148,0,0,18.0798,10.4648,18,742,15.641,1341
666,148,0,0,18.1292,10.4848,18,740,15.814,1344
667,148,0,0,18.1814,10.5048,18,740,15.533,1344
668,148,0,0,18.2346,10.5248,18,732,15.262,1349
669,148,0,0,18.2872,10.5448,18,728,15.443,1349
670,148,1,1,18.2990,10.4205,18,718,15.644,1356
671,148,0,0,18.3542,10.4405,18,714,15.083,1364
672,148,0,0,18.4116,10.4605,18,704,15.234,1373
673,148,0,0,18.4698,10.4805,18,704,15.830,1374
674,148,0,0,18.5249,10.5005,17,706,15.447,1366
675,148,0,0,18.5814,10.5205,17,704,15.864,1368
676,148,0,0,18.6384,10.5405,17,704,15.919,1369
677,148,0,0,18.6960,10.5605,17,708,15.849,1371
678,148,0,0,18.7531,10.5805,17,700,15.557,1371
679,149,1,0,18.6326,10.5293,17,702,15.860,1382
680,149,0,0,18.6912,10.5493,17,720,15.697,1395
681,149,0,0,18.7484,10.5693,17,716,15.633,1398
682,149,0,0,18.8025,10.5893,17,714,18.128,1402
683,149,0,0,18.8543,10.6093,17,712,16.450,1405
684,149,0,0,18.9063,10.6293,17,700,15.940,1406
685,149,0,0,18.9585,10.6493,17,698,15.641,1406
686,149,0,0,19.0107,10.6693,17,704,15.952,1406
687,149,0,0,19.0627,10.6893,17,704,15.732,1408
688,149,0,0,19.1147,10.7093,17,708,15.543,1408
689,149,0,0,19.1670,10.7293,17,702,15.788,1410
690,149,0,0,19.2203,10.7493,17,704,15.747,1411
691,149,0,0,19.2741,10.7693,17,700,15.527,1415
692,149,0,0,19.3276,10.7893,17,702,15.680,1419
693,149,0,0,19.3818,10.8093,17,690,15.353,1426
694,149,0,0,19.4367,10.8293,17,690,15.561,1428
695,149,0,0,19.4922,10.8493,17,686,15.715,1435
696,150,2,1,19.3224,10.6632,17,680,16.566,1439
697,150,0,0,19.3799,10.6832,17,700,15.781,1444
698,150,0,0,19.4370,10.7032,17,698,15.789,1446
699,150,0,0,19.4946,10.7232,17,698,15.799,1456
700,149,0,1,19.5262,10.7643,17,687,15.701,1456
701,149,0,0,19.5860,10.7843,17,676,15.643,1460
702,149,0,0,19.6453,10.8043,16,670,15.336,1345
703,149,0,0,19.7077,10.8243,16,664,15.160,1347
704,149,0,0,19.7718,10.8443,16,666,15.554,1357
705,149,0,0,19.8342,10.8643,16,664,15.460,1357
706,150,2,1,19.6674,10.6572,16,669,15.217,1369
707,150,0,0,19.7258,10.6772,16,690,15.657,1377
708,150,0,0,19.7838,10.6972,16,684,15.910,1388
709,150,0,0,19.8421,10.7172,16,678,16.967,1388
710,150,0,0,19.9013,10.7372,16,670,17.708,1388
711,150,0,0,19.9610,10.7572,16,666,15.879,1389
712,150,0,0,20.0193,10.7772,16,662,15.310,1393
713,150,0,0,20.0782,10.7972,16,668,16.084,1398
714,150,0,0,20.1351,10.8172,16,666,15.916,1405
715,150,1,1,20.1519,10.6713,17,653,15.531,1411
716,150,0,0,20.2084,10.6913,17,644,15.475,1416
717,150,0,0,20.2652,10.7113,16,634,15.237,1383
718,150,0,0,20.3232,10.7313,16,628,15.452,1385
719,150,1,1,20.3415,10.5500,16,613,15.774,1386
720,150,1,1,20.3570,10.4028,16,611,15.638,1394
721,150,0,0,20.4139,10.4228,16,606,15.198,1400
722,150,0,0,20.4718,10.4428,16,598,15.078,1407
723,150,0,0,20.5288,10.4628,16,600,15.668,1410
724,150,0,0,20.5855,10.4828,16,602,15.555,1418
725,150,0,0,20.6413,10.5028,16,594,15.244,1421
726,150,0,0,20.6969,10.5228,16,594,15.573,1423
727,150,0,0,20.7532,10.5428,16,594,15.102,1423
728,150,1,1,20.7656,10.3572,16,584,15.428,1429
729,150,0,0,20.8242,10.3772,16,582,15.452,1436
730,150,0,0,20.8825,10.3972,16,582,16.189,1439
731,150,1,1,20.8996,10.2669,16,587,15.501,1455
732,150,1,1,20.9184,10.1488,16,581,15.308,1457
733,150,0,0,20.9778,10.1688,16,582,15.532,1464
734,150,0,0,21.0370,10.1888,16,586,15.445,1469
735,150,1,1,21.0549,10.0498,16,578,15.694,1471
736,150,0,0,21.1153,10.0698,16,576,15.391,1474
737,150,0,0,21.1765,10.0898,16,582,15.248,1480
738,150,0,0,21.2337,10.1098,16,588,15.365,1484
739,150,0,0,21.2893,10.1298,16,586,18.030,1485
740,151,1,0,21.1520,10.0826,16,582,15.495,1494
741,151,1,1,21.1683,9.9148,16,596,15.846,1500
742,151,0,0,21.2265,9.9348,16,600,15.869,1505
743,150,0,1,21.3136,9.8975,16,591,15.888,1513
744,150,0,0,21.3726,9.9175,16,582,15.402,1517
745,150,0,0,21.4358,9.9375,16,580,15.607,1520
746,150,0,0,21.5008,9.9575,16,576,16.604,1520
747,150,0,0,21.5664,9.9775,16,578,16.361,1522
748,150,0,0,21.6335,9.9975,16,574,16.036,1527
749,150,0,0,21.7001,10.0175,16,576,15.669,1527
750,150,0,0,21.7674,10.0375,16,574,15.390,1533
751,151,1,0,21.6365,9.9909,16,576,15.372,1538
752,151,1,1,21.6619,9.8470,16,575,15.781,1545
753,151,1,1,21.6873,9.7193,16,573,15.697,1555
754,151,0,0,21.7538,9.7393,16,560,16.387,1557
755,151,0,0,21.8209,9.7593,16,556,17.382,1562
756,151,0,0,21.8885,9.7793,16,554,16.042,1566
757,152,1,0,21.7591,9.7349,16,542,15.835,1568
758,152,0,0,21.8268,9.7549,16,544,16.020,1573
759,153,1,0,21.6992,9.7110,16,546,16.200,1574
760,153,0,0,21.7676,9.7310,16,548,16.023,1578
761,153,0,0,21.8371,9.7510,16,550,15.938,1582
762,153,0,0,21.9061,9.7710,17,546,15.773,1582
763,153,0,0,21.9753,9.7910,17,542,15.955,1583
764,153,0,0,22.0429,9.8110,17,544,15.573,1590
765,153,0,0,22.1105,9.8310,17,546,15.496,1592
766,153,0,0,22.1782,9.8510,17,542,15.470,1597
767,153,0,0,22.2459,9.8710,17,536,17.210,1600
768,153,0,0,22.3140,9.8910,16,534,16.512,1578
769,153,0,0,22.3799,9.9110,16,530,17.480,1578
770,153,0,0,22.4451,9.9310,16,528,16.464,1584
771,153,0,0,22.5097,9.9510,16,528,15.830,1584
772,153,0,0,22.5735,9.9710,16,526,15.629,1586
773,153,0,0,22.6367,9.9910,16,522,16.233,1589
774,153,1,1,22.6602,9.8602,16,516,16.186,1596
775,153,0,0,22.7252,9.8802,16,518,16.051,1603
776,153,1,1,22.7469,9.7617,14,515,16.153,1496
777,153,0,0,22.8112,9.7817,14,514,15.374,1501
778,153,0,0,22.8722,9.8017,14,516,15.559,1507
779,153,0,0,22.9313,9.8217,14,508,15.399,1510
780,153,0,0,22.9919,9.8417,14,502,15.671,1511
781,153,0,0,23.0528,9.8617,14,506,16.297,1512
782,153,1,1,23.0744,9.6487,14,503,16.022,1515
783,153,0,0,23.1367,9.6687,14,508,16.013,1519
784,153,0,0,23.1983,9.6887,14,512,15.942,1520
785,153,0,0,23.2593,9.7087,14,512,15.370,1523
786,153,0,0,23.3211,9.7287,14,510,15.503,1524
787,153,0,0,23.3851,9.7487,14,512,15.521,1526
788,153,0,0,23.4491,9.7687,14,514,15.530,1526
789,153,0,0,23.5131,9.7887,14,508,15.590,1528
790,154,1,0,23.3735,9.7450,14,508,15.521,1533
791,154,0,0,23.4392,9.7650,13,512,15.287,1312
792,154,1,1,23.4659,9.6335,13,500,15.499,1320
793,154,0,0,23.5309,9.6535,13,506,15.486,1326
794,154,0,0,23.5954,9.6735,13,506,15.788,1332
795,154,0,0,23.6599,9.6935,12,506,15.724,1290
796,155,1,0,23.5203,9.6509,12,510,15.970,1294
797,155,0,0,23.5847,9.6709,12,514,16.160,1297
798,155,0,0,23.6492,9.6909,12,512,15.475,1298
799,155,0,0,23.7148,9.7109,12,514,15.919,1305
800,155,1,1,23.7420,9.5560,12,521,15.919,1307
801,156,1,0,23.6050,9.5146,12,528,15.868,1315
802,156,0,0,23.6712,9.5346,12,542,15.273,1322
803,156,0,0,23.7380,9.5546,11,544,15.567,1288
804,156,1,1,23.7666,9.3941,11,534,14.951,1293
805,156,0,0,23.8339,9.4141,11,542,15.248,1298
806,157,1,0,23.6985,9.3740,11,542,15.143,1306
807,157,0,0,23.7658,9.3940,11,544,15.743,1313
808,157,0,0,23.8326,9.4140,11,546,15.586,1314
809,157,0,0,23.8990,9.4340,11,544,15.579,1315
810,158,2,1,23.7245,9.2423,12,541,15.928,1325
811,158,0,0,23.7944,9.2623,12,544,16.045,1336
812,158,1,1,23.8205,9.1551,12,547,16.890,1341
813,158,0,0,23.8896,9.1751,12,540,15.743,1344
814,158,0,0,23.9590,9.1951,12,536,15.779,1345
815,158,0,0,24.0289,9.2151,12,532,15.720,1352
816,158,0,0,24.0976,9.2351,12,528,15.846,1353
817,158,0,0,24.1669,9.2551,12,528,15.278,1359
818,158,0,0,24.2360,9.2751,12,522,15.432,1361
819,159,1,0,24.1020,9.2366,12,526,15.411,1364
820,159,1,1,24.1337,9.0804,12,529,15.979,1379
821,159,1,1,24.1603,8.9737,12,537,15.311,1382
822,159,0,0,24.2275,8.9937,12,540,15.212,1384
823,159,0,0,24.2945,9.0137,12,540,15.167,1388
824,159,0,0,24.3616,9.0337,12,536,15.443,1391
825,159,0,0,24.4286,9.0537,12,538,15.417,1393
826,159,0,0,24.4958,9.0737,12,542,15.864,1401
827,159,0,0,24.5623,9.0937,12,540,15.414,1404
828,159,0,0,24.6287,9.1137,12,546,15.368,1408
829,159,0,0,24.6945,9.1337,12,534,15.605,1426
830,160,2,1,24.5176,8.9590,12,519,16.560,1433
831,160,0,0,24.5836,8.9790,12,538,16.101,1443
832,160,0,0,24.6500,8.9990,12,534,15.744,1448
833,160,0,0,24.7153,9.0190,12,538,15.911,1450
834,160,1,1,24.7409,8.9135,12,531,15.899,1450
835,160,0,0,24.8045,8.9335,12,530,15.862,1453
836,160,0,0,24.8685,8.9535,13,532,15.968,1455
837,160,0,0,24.9324,8.9735,13,530,15.794,1456
838,161,1,0,24.7914,8.9376,13,534,15.872,1465
839,161,0,0,24.8566,8.9576,13,542,16.544,1470
840,161,0,0,24.9234,8.9776,13,540,15.874,1476
841,161,1,1,24.9532,8.8545,14,539,16.185,1493
842,161,0,0,25.0204,8.8745,14,544,16.405,1502
843,161,0,0,25.0881,8.8945,14,546,15.907,1508
844,161,0,0,25.1562,8.9145,14,544,16.429,1509
845,161,0,0,25.2244,8.9345,14,538,16.020,1511
846,161,0,0,25.2921,8.9545,14,536,15.923,1512
847,162,1,0,25.1529,8.9191,14,530,15.748,1379
848,162,0,0,25.2189,8.9391,14,536,16.353,1385
849,162,0,0,25.2848,8.9591,14,532,16.148,1391
850,162,0,0,25.3510,8.9791,14,534,15.653,1393
851,162,0,0,25.4171,8.9991,14,534,15.799,1395
852,162,1,1,25.4448,8.8827,14,532,16.086,1401
853,162,0,0,25.5105,8.9027,14,540,16.003,1405
854,162,0,0,25.5770,8.9227,14,536,15.840,1411
855,163,1,0,25.4375,8.8879,14,532,15.905,1413
856,163,1,1,25.4618,8.7850,14,536,15.729,1419
857,163,0,0,25.5296,8.8050,14,538,16.262,1424
858,163,0,0,25.5969,8.8250,14,534,16.145,1425
859,163,0,0,25.6629,8.8450,14,534,16.099,1426
860,163,0,0,25.7294,8.8650,14,536,15.982,1428
861,163,0,0,25.7959,8.8850,14,536,16.005,1429
862,163,0,0,25.8621,8.9050,14,534,15.645,1431
863,164,1,0,25.7206,8.8706,14,530,15.905,1437
864,164,0,0,25.7856,8.8906,14,538,16.032,1437
865,164,0,0,25.8498,8.9106,14,538,15.952,1439
866,164,1,1,25.8771,8.7824,14,528,15.768,1449
867,164,0,0,25.9414,8.8024,14,530,15.756,1451
868,164,0,0,26.0054,8.8224,14,528,15.608,1452
869,164,1,1,26.0315,8.7165,15,528,15.753,1454
870,165,1,0,25.8892,8.6836,16,534,15.543,1461
871,164,0,1,25.9204,8.7135,16,530,15.908,1465
872,165,1,0,25.7805,8.6806,16,520,16.194,1470
873,165,1,1,25.8086,8.5698,17,518,16.712,1485
874,165,1,1,25.8382,8.4446,17,519,16.555,1494
875,165,0,0,25.9049,8.4646,17,532,16.066,1505
876,165,0,0,25.9721,8.4846,17,536,16.415,1507
877,165,0,0,26.0383,8.5046,17,528,16.158,1514
878,165,0,0,26.1045,8.5246,17,530,17.406,1514
879,165,0,0,26.1705,8.5446,17,520,16.879,1515
880,165,0,0,26.2361,8.5646,17,520,16.896,1515
881,165,0,0,26.3023,8.5846,17,522,16.598,1515
882,165,0,0,26.3681,8.6046,17,518,16.576,1516
883,165,0,0,26.4337,8.6246,17,522,16.680,1517
884,165,0,0,26.4993,8.6446,17,526,16.518,1519
885,165,0,0,26.5649,8.6646,17,530,15.769,1521
886,165,0,0,26.6314,8.6846,17,530,15.979,1523
887,166,1,0,26.4898,8.6522,17,534,15.909,1540
888,166,0,0,26.5583,8.6722,17,550,15.973,1543
889,166,1,1,26.5846,8.5711,17,550,17.586,1554
890,166,0,0,26.6542,8.5911,17,556,16.371,1554
891,165,0,1,26.7488,8.6324,17,550,16.519,1560
892,165,0,0,26.8177,8.6524,16,544,16.477,1549
893,165,0,0,26.8872,8.6724,16,540,16.011,1553
894,165,0,0,26.9563,8.6924,16,544,17.838,1556
895,166,1,0,26.8136,8.6599,16,546,18.135,1559
896,166,0,0,26.8824,8.6799,16,552,16.142,1560
897,167,1,0,26.7425,8.6478,16,550,16.271,1562
898,167,0,0,26.8115,8.6678,16,556,16.161,1565
899,169,2,0,26.4673,8.5850,16,556,16.539,1575
900,169,0,0,26.5360,8.6050,16,562,17.197,1581
901,169,0,0,26.6054,8.6250,16,562,16.382,1591
902,170,1,0,26.4703,8.5941,16,564,16.706,1597
903,171,1,0,26.3370,8.5638,16,568,19.045,1599
904,171,0,0,26.4061,8.5838,16,570,17.572,1600
905,171,2,2,26.4027,8.3618,16,558,17.102,1606
906,171,0,0,26.4705,8.3818,16,568,17.188,1612
907,171,0,0,26.5378,8.4018,16,568,17.100,1613
908,171,0,0,26.6060,8.4218,16,564,16.909,1615
909,171,0,0,26.6743,8.4418,16,562,17.176,1617
910,171,0,0,26.7426,8.4618,16,562,17.117,1622
911,171,0,0,26.8105,8.4818,16,564,16.690,1624
912,171,0,0,26.8781,8.5018,16,562,16.572,1626
913,171,0,0,26.9475,8.5218,16,562,16.566,1631
914,171,0,0,27.0184,8.5418,16,562,16.679,1633
915,171,0,0,27.0893,8.5618,16,562,16.525,1633
916,171,0,0,27.1606,8.5818,16,568,16.893,1633
917,171,1,1,27.1927,8.4827,16,557,16.304,1634
918,171,0,0,27.2653,8.5027,16,566,17.110,1634
919,171,0,0,27.3385,8.5227,16,564,16.355,1636
920,171,0,0,27.4109,8.5427,17,568,16.810,1639
921,171,0,0,27.4830,8.5627,17,564,16.885,1641
922,171,0,0,27.5546,8.5827,17,564,16.217,1644
923,171,0,0,27.6246,8.6027,17,566,16.708,1648
924,172,1,0,27.4865,8.5726,17,566,16.932,1653
925,172,0,0,27.5556,8.5926,17,586,16.759,1662
926,172,0,0,27.6236,8.6126,17,586,16.873,1666
927,172,0,0,27.6908,8.6326,17,582,16.946,1667
928,173,1,0,27.5503,8.6025,17,588,16.971,1670
929,173,0,0,27.6164,8.6225,17,606,19.391,1672
930,173,1,1,27.6469,8.5233,17,603,21.309,1676
931,173,0,0,27.7102,8.5433,17,610,18.152,1678
932,173,0,0,27.7735,8.5633,17,608,17.180,1684
933,173,0,0,27.8374,8.5833,17,606,17.035,1684
934,174,1,0,27.6954,8.5539,17,614,17.378,1689
935,175,1,0,27.5565,8.5249,17,626,17.430,1698
936,175,0,0,27.6230,8.5449,17,636,17.003,1707
937,177,2,0,27.2867,8.4681,17,636,18.539,1711
938,177,0,0,27.3549,8.4881,17,662,19.367,1714
939,177,0,0,27.4227,8.5081,17,660,20.561,1714
940,177,0,0,27.4902,8.5281,17,666,17.682,1715
941,177,0,0,27.5582,8.5481,17,666,18.336,1723
942,177,0,0,27.6263,8.5681,17,656,17.201,1727
943,177,0,0,27.6946,8.5881,17,654,17.090,1728
944,177,0,0,27.7626,8.6081,17,650,16.958,1728
945,177,0,0,27.8298,8.6281,17,648,17.303,1738
946,177,0,0,27.8959,8.6481,17,650,16.923,1739
947,178,2,1,27.7270,8.4853,16,642,16.990,1692
948,178,1,1,27.7526,8.3926,17,653,17.208,1706
949,178,0,0,27.8194,8.4126,17,648,16.955,1723
950,178,1,1,27.8512,8.3032,19,645,17.215,1733
951,178,1,1,27.8829,8.1944,19,643,16.893,1741
952,179,1,0,27.7482,8.1685,19,642,16.702,1554
953,179,0,0,27.8153,8.1885,18,656,16.658,1560
954,179,0,0,27.8834,8.2085,17,660,16.440,1556
955,179,0,0,27.9520,8.2285,17,668,16.251,1557
956,181,2,0,27.6220,8.1573,17,666,16.881,1566
957,181,0,0,27.6896,8.1773,17,698,16.736,1572
958,181,1,1,27.7171,8.0865,16,693,16.882,1568
959,181,0,0,27.7848,8.1065,16,698,16.849,1570
960,181,0,0,27.8522,8.1265,16,700,16.656,1570
961,181,0,0,27.9194,8.1465,16,696,16.693,1579
962,181,0,0,27.9861,8.1665,16,692,16.855,1587
963,181,0,0,28.0523,8.1865,16,694,17.160,1588
964,181,0,0,28.1183,8.2065,16,696,16.941,1589
965,181,0,0,28.1836,8.2265,16,696,17.232,1591
966,181,0,0,28.2488,8.2465,16,704,17.018,1592
967,181,0,0,28.3143,8.2665,16,708,16.703,1602
968,182,2,1,28.1448,8.1184,16,697,16.959,1612
969,182,0,0,28.2081,8.1384,16,712,18.934,1623
970,182,0,0,28.2722,8.1584,16,710,17.260,1631
971,182,0,0,28.3365,8.1784,16,700,17.436,1631
972,182,0,0,28.4016,8.1984,16,702,17.103,1641
973,182,0,0,28.4675,8.2184,16,704,17.299,1644
974,182,0,0,28.5328,8.2384,16,704,17.522,1644
975,183,1,0,28.3964,8.2133,16,702,17.916,1649
976,183,0,0,28.4605,8.2333,16,716,17.363,1659
977,183,0,0,28.5255,8.2533,16,718,18.272,1662
978,183,0,0,28.5903,8.2733,16,718,17.171,1663
979,183,0,0,28.6557,8.2933,16,728,17.107,1663
980,183,1,1,28.6883,8.1818,16,719,17.601,1667
981,183,0,0,28.7548,8.2018,16,724,17.075,1675
982,183,0,0,28.8215,8.2218,16,734,16.894,1679
983,183,0,0,28.8881,8.2418,16,730,16.919,1683
984,184,1,0,28.7537,8.2169,17,732,16.975,1689
985,184,0,0,28.8212,8.2369,17,736,17.021,1694
986,184,0,0,28.8882,8.2569,17,742,16.838,1700
987,185,2,1,28.7220,8.1143,18,733,17.405,1710
988,185,0,0,28.7870,8.1343,19,742,17.420,1720
989,185,0,0,28.8511,8.1543,19,748,17.471,1728
990,185,0,0,28.9150,8.1743,19,748,17.685,1729
991,185,0,0,28.9777,8.1943,19,756,17.392,1729
992,186,1,0,28.8399,8.1701,18,762,17.408,1596
993,186,0,0,28.9007,8.1901,18,774,17.439,1611
994,186,0,0,28.9600,8.2101,18,778,17.682,1612
995,186,0,0,29.0200,8.2301,18,774,17.747,1613
996,186,0,0,29.0804,8.2501,18,770,18.933,1614
997,187,1,0,28.9421,8.2259,18,772,18.234,1619
998,188,1,0,28.8045,8.2020,18,790,17.877,1621
999,189,1,0,28.6688,8.1785,18,798,17.406,1622
1000,189,0,0,28.7288,8.1985,18,816,17.169,1627
1001,189,0,0,28.7902,8.2185,18,820,17.767,1627
1002,189,0,0,28.8528,8.2385,18,820,17.410,1633
1003,189,0,0,28.9156,8.2585,18,822,17.591,1633
1004,189,0,0,28.9775,8.2785,18,822,17.439,1634
1005,189,0,0,29.0396,8.2985,18,818,17.748,1635
1006,189,0,0,29.1022,8.3185,18,826,17.638,1635
1007,189,0,0,29.1656,8.3385,18,820,17.452,1643
1008,189,0,0,29.2284,8.3585,18,820,17.555,1651
1009,189,0,0,29.2899,8.3785,18,824,18.132,1653
1010,189,0,0,29.3512,8.3985,18,822,20.541,1656
1011,189,0,0,29.4124,8.4185,18,834,19.663,1662
1012,189,0,0,29.4736,8.4385,18,838,17.396,1679
1013,189,0,0,29.5354,8.4585,18,838,17.250,1679
1014,189,0,0,29.5965,8.4785,18,840,17.807,1684
1015,189,0,0,29.6569,8.4985,18,836,17.319,1685
1016,189,0,0,29.7177,8.5185,18,832,17.549,1686
1017,189,0,0,29.7781,8.5385,18,826,17.364,1686
1018,189,0,0,29.8389,8.5585,18,826,17.479,1686
1019,189,0,0,29.9005,8.5785,18,838,17.272,1686
1020,189,0,0,29.9627,8.5985,18,850,17.451,1692
1021,189,1,1,29.9931,8.4965,18,857,17.342,1701
1022,189,0,0,30.0561,8.5165,18,856,18.151,1715
1023,189,0,0,30.1186,8.5365,18,854,18.457,1718
1024,189,0,0,30.1821,8.5565,18,850,18.413,1720
1025,189,0,0,30.2461,8.5765,18,848,18.311,1729
1026,189,0,0,30.3102,8.5965,18,842,17.676,1737
1027,189,0,0,30.3736,8.6165,18,838,17.207,1737
1028,189,0,0,30.4385,8.6365,18,834,17.585,1739
1029,189,0,0,30.5032,8.6565,18,828,17.358,1742
1030,189,0,0,30.5671,8.6765,18,820,17.751,1744
1031,189,0,0,30.6299,8.6965,18,818,17.321,1746
1032,189,0,0,30.6915,8.7165,18,820,17.440,1746
1033,189,0,0,30.7536,8.7365,18,820,17.609,1751
1034,190,1,0,30.6128,8.7105,18,816,17.835,1756
1035,190,1,1,30.6369,8.6246,18,818,17.917,1760
1036,190,0,0,30.7016,8.6446,18,814,18.100,1769
1037,191,1,0,30.5632,8.6192,18,816,18.955,1769
1038,191,0,0,30.6264,8.6392,18,822,18.225,1770
1039,191,0,0,30.6914,8.6592,18,810,17.626,1770
1040,191,1,1,30.7239,8.5734,19,805,17.961,1775
1041,191,0,0,30.7872,8.5934,18,812,17.522,1746
1042,191,0,0,30.8502,8.6134,18,810,17.422,1752
1043,191,0,0,30.9134,8.6334,18,808,17.704,1753
1044,191,0,0,30.9773,8.6534,18,810,17.460,1753
1045,191,0,0,31.0424,8.6734,18,814,17.977,1755
1046,191,0,0,31.1078,8.6934,18,808,18.051,1764
1047,192,2,1,30.9364,8.5480,18,795,17.887,1774
1048,192,0,0,31.0018,8.5680,18,818,17.885,1782
1049,192,1,1,31.0290,8.4834,18,799,18.306,1787
1050,192,0,0,31.0946,8.5034,18,814,18.285,1789
1051,192,0,0,31.1602,8.5234,18,816,18.292,1795
1052,192,0,0,31.2256,8.5434,18,814,18.024,1797
1053,192,0,0,31.2891,8.5634,18,820,17.936,1799
1054,193,1,0,31.1482,8.5390,18,814,17.929,1800
1055,193,0,0,31.2105,8.5590,18,818,18.933,1800
1056,193,0,0,31.2727,8.5790,17,812,17.724,1761
1057,193,0,0,31.3352,8.5990,17,804,18.261,1764
1058,193,0,0,31.3968,8.6190,17,808,17.608,1765
1059,193,0,0,31.4575,8.6390,18,818,17.909,1774
1060,193,0,0,31.5182,8.6590,18,816,17.776,1775
1061,193,0,0,31.5779,8.6790,18,814,18.361,1776
1062,193,0,0,31.6378,8.6990,18,810,18.767,1777
1063,193,0,0,31.6976,8.7190,18,816,18.781,1778
1064,193,0,0,31.7562,8.7390,18,812,18.224,1781
1065,193,0,0,31.8142,8.7590,18,816,18.011,1792
1066,193,0,0,31.8726,8.7790,18,810,17.689,1793
1067,193,0,0,31.9302,8.7990,18,806,18.282,1803
1068,193,0,0,31.9882,8.8190,16,804,17.898,1759
1069,193,0,0,32.0470,8.8390,16,808,18.544,1767
1070,193,0,0,32.1050,8.8590,16,806,17.798,1771
1071,194,1,0,31.9578,8.8332,17,806,17.871,1784
1072,195,1,0,31.8123,8.8078,17,818,18.438,1794
1073,195,0,0,31.8714,8.8278,17,830,18.965,1812
1074,196,1,0,31.7272,8.8027,17,830,18.815,1815
1075,196,1,1,31.7515,8.7202,17,827,18.672,1820
1076,196,0,0,31.8109,8.7402,16,834,19.013,1809
1077,196,0,0,31.8704,8.7602,16,834,18.389,1813
1078,196,0,0,31.9293,8.7802,16,846,18.639,1813
1079,196,0,0,31.9865,8.8002,16,848,18.485,1820
1080,197,1,0,31.8408,8.7754,16,848,18.673,1827
1081,197,0,0,31.8984,8.7954,16,860,17.941,1835
1082,197,0,0,31.9535,8.8154,16,856,17.673,1837
1083,198,2,1,31.7769,8.6745,17,854,18.083,1845
1084,198,0,0,31.8323,8.6945,17,856,18.290,1851
1085,198,0,0,31.8875,8.7145,17,852,17.782,1856
1086,198,1,1,31.9069,8.6318,17,840,18.421,1860
1087,198,0,0,31.9646,8.6518,17,844,18.619,1861
1088,198,1,1,31.9906,8.5544,17,841,18.162,1873
1089,198,0,0,32.0490,8.5744,17,842,21.138,1882
1090,199,1,0,31.9056,8.5512,18,826,18.502,1890
1091,199,0,0,31.9636,8.5712,18,824,18.427,1899
1092,199,0,0,32.0216,8.5912,18,814,18.355,1912
1093,199,0,0,32.0787,8.6112,18,802,18.873,1914
1094,199,0,0,32.1343,8.6312,18,802,18.259,1915
1095,200,1,0,31.9895,8.6079,18,808,18.739,1915
1096,201,1,0,31.8457,8.5850,19,822,18.590,1924
1097,201,0,0,31.9015,8.6050,19,832,19.350,1933
1098,201,0,0,31.9566,8.6250,19,832,18.496,1937
1099,201,0,0,32.0129,8.6450,19,822,18.020,1938
1100,201,0,0,32.0707,8.6650,19,816,18.308,1944
1101,201,0,0,32.1282,8.6850,19,808,18.225,1945
1102,201,0,0,32.1880,8.7050,19,814,18.640,1945
1103,201,0,0,32.2485,8.7250,19,808,18.526,1947
1104,201,0,0,32.3096,8.7450,19,800,18.523,1948
1105,201,0,0,32.3718,8.7650,19,796,18.600,1948
1106,201,0,0,32.4354,8.7850,18,802,18.684,1881
1107,201,0,0,32.4994,8.8050,18,798,18.142,1883
1108,201,0,0,32.5639,8.8250,18,796,18.727,1901
1109,201,0,0,32.6278,8.8450,18,796,18.991,1901
1110,201,0,0,32.6906,8.8650,18,796,18.005,1901
1111,201,0,0,32.7531,8.8850,18,800,18.534,1902
1112,201,0,0,32.8167,8.9050,18,794,18.595,1903
1113,201,0,0,32.8794,8.9250,18,802,18.259,1908
