tick,population,births,deaths,avg_energy,avg_age,groups,neighbor_checks,tick_ms,pheromone_keys
1114,201,0,0,32.9414,8.9450,18,798,19.148,1911
1115,202,1,0,32.7989,8.9206,18,802,18.196,1929
1116,202,0,0,32.8590,8.9406,19,814,18.696,1934
1117,203,1,0,32.7188,8.9165,19,812,18.399,1939
1118,203,0,0,32.7807,8.9365,19,820,18.315,1939
1119,203,0,0,32.8426,8.9565,19,812,17.998,1939
1120,203,0,0,32.9042,8.9765,19,800,18.504,1939
1121,203,0,0,32.9662,8.9965,19,806,19.677,1947
1122,203,0,0,33.0293,9.0165,18,798,19.175,1910
1123,203,0,0,33.0929,9.0365,18,808,18.991,1911
1124,202,1,2,33.1060,8.9560,18,803,18.668,1916
1125,202,0,0,33.1696,8.9760,18,800,18.114,1920
1126,202,0,0,33.2343,8.9960,18,804,18.571,1925
1127,202,0,0,33.2983,9.0160,18,808,19.132,1925
1128,202,0,0,33.3624,9.0360,18,812,18.152,1927
1129,202,0,0,33.4258,9.0560,18,812,18.049,1932
1130,202,0,0,33.4891,9.0760,18,798,18.911,1933
1131,202,0,0,33.5522,9.0960,18,798,19.040,1933
1132,202,0,0,33.6154,9.1160,18,800,19.550,1934
1133,202,0,0,33.6779,9.1360,16,804,18.575,1855
1134,202,0,0,33.7413,9.1560,16,804,18.986,1865
1135,202,0,0,33.8050,9.1760,16,804,19.316,1869
1136,202,0,0,33.8692,9.1960,16,794,19.543,1887
1137,202,0,0,33.9336,9.2160,16,798,20.676,1887
1138,201,0,1,34.0422,9.2538,16,796,19.169,1887
1139,201,0,0,34.1062,9.2738,16,794,18.938,1889
1140,201,0,0,34.1709,9.2938,16,796,19.409,1889
1141,201,0,0,34.2350,9.3138,16,798,19.040,1893
1142,201,0,0,34.2976,9.3338,16,802,19.191,1898
1143,201,0,0,34.3590,9.3538,16,802,19.835,1898
1144,201,0,0,34.4209,9.3738,16,792,19.150,1898
1145,201,0,0,34.4836,9.3938,16,788,18.890,1898
1146,201,0,0,34.5471,9.4138,16,796,19.675,1900
1147,201,0,0,34.6115,9.4338,16,792,20.722,1905
1148,201,0,0,34.6756,9.4538,16,792,21.045,1905
1149,201,0,0,34.7396,9.4738,16,784,19.784,1915
1150,201,0,0,34.8048,9.4938,16,778,19.947,1918
1151,201,0,0,34.8705,9.5138,16,780,19.161,1919
1152,201,0,0,34.9360,9.5338,16,786,19.610,1921
1153,201,0,0,35.0014,9.5538,16,788,19.834,1921
1154,202,1,0,34.8530,9.5264,16,782,19.351,1922
1155,202,0,0,34.9182,9.5464,16,792,19.087,1932
1156,203,1,0,34.7704,9.5193,17,782,19.343,1940
1157,203,0,0,34.8343,9.5393,17,800,19.931,1944
1158,203,0,0,34.8971,9.5593,17,800,20.210,1949
1159,203,0,0,34.9597,9.5793,17,794,20.825,1950
1160,203,0,0,35.0227,9.5993,17,794,19.543,1951
1161,203,0,0,35.0849,9.6193,17,798,19.920,1959
1162,203,0,0,35.1471,9.6393,17,796,20.033,1961
1163,204,1,0,34.9964,9.6120,17,800,20.065,1967
1164,204,1,1,35.0210,9.5335,17,797,20.335,1954
1165,204,0,0,35.0824,9.5535,17,810,20.269,1965
1166,204,0,0,35.1445,9.5735,16,810,19.941,1932
1167,204,0,0,35.2053,9.5935,15,806,19.757,1920
1168,204,1,1,35.2358,9.4955,15,795,20.905,1925
1169,204,0,0,35.2959,9.5155,15,798,20.066,1931
1170,205,1,0,35.1451,9.4890,15,794,21.165,1945
1171,205,0,0,35.2076,9.5090,15,792,22.414,1948
1172,205,0,0,35.2698,9.5290,14,786,21.282,1939
1173,205,1,1,35.3018,9.4325,14,786,20.704,1940
1174,206,1,0,35.1532,9.4066,14,794,21.139,1945
1175,206,0,0,35.2155,9.4266,14,800,20.245,1946
1176,206,0,0,35.2781,9.4466,14,792,20.039,1947
1177,206,0,0,35.3402,9.4666,14,788,18.667,1947
1178,206,0,0,35.4027,9.4866,14,792,18.055,1947
1179,206,0,0,35.4636,9.5066,14,790,17.971,1948
1180,206,0,0,35.5237,9.5266,14,778,18.127,1951
1181,206,0,0,35.5827,9.5466,14,778,18.087,1951
1182,206,0,0,35.6427,9.5666,14,774,18.887,1951
1183,207,1,0,35.4909,9.5403,14,780,19.510,1951
1184,207,0,0,35.5511,9.5603,14,786,19.147,1952
1185,207,0,0,35.6122,9.5803,14,794,18.956,1953
1186,207,0,0,35.6739,9.6003,13,794,18.146,1704
1187,207,0,0,35.7363,9.6203,13,796,18.288,1705
1188,207,0,0,35.7986,9.6403,13,784,18.910,1715
1189,207,0,0,35.8611,9.6603,13,780,17.756,1720
1190,208,2,1,35.6141,9.6240,13,777,18.223,1726
1191,208,0,0,35.6763,9.6440,13,802,17.844,1733
1192,208,1,1,35.4417,9.5919,13,787,19.289,1739
1193,208,0,0,35.5036,9.6119,13,798,19.564,1749
1194,208,0,0,35.5645,9.6319,13,792,19.162,1749
1195,208,0,0,35.6261,9.6519,13,792,18.631,1750
1196,208,0,0,35.6892,9.6719,13,790,18.904,1750
1197,208,0,0,35.7524,9.6919,13,796,18.778,1763
1198,208,0,0,35.8149,9.7119,13,804,18.576,1769
1199,208,0,0,35.8785,9.7319,13,800,20.910,1770
1200,208,0,0,35.9407,9.7519,13,800,18.888,1770
1201,208,0,0,36.0025,9.7719,13,796,18.250,1770
1202,208,0,0,36.0643,9.7919,13,800,18.203,1772
1203,208,0,0,36.1259,9.8119,13,802,18.649,1774
1204,208,0,0,36.1877,9.8319,13,810,18.179,1775
1205,209,1,0,36.0363,9.8048,13,802,18.130,1778
1206,209,0,0,36.0964,9.8248,13,810,17.950,1788
1207,211,2,0,35.7392,9.7515,13,812,18.535,1793
1208,211,0,0,35.8009,9.7715,13,832,20.068,1800
1209,211,0,0,35.8629,9.7915,13,838,18.746,1814
1210,211,1,1,35.8872,9.7163,13,838,18.392,1815
1211,212,1,0,35.7404,9.6904,13,848,18.520,1819
1212,213,1,0,35.5947,9.6648,13,854,18.626,1828
1213,213,0,0,35.6558,9.6848,13,866,19.046,1834
1214,215,2,0,35.3105,9.6145,14,874,19.591,1851
1215,215,0,0,35.3722,9.6345,14,892,19.033,1861
1216,215,0,0,35.4352,9.6545,14,882,18.869,1868
1217,216,1,0,35.2958,9.6297,14,884,18.910,1876
1218,217,1,0,35.1585,9.6053,14,892,18.552,1876
1219,218,2,1,34.9888,9.4886,14,894,18.792,1880
1220,218,0,0,35.0519,9.5086,13,916,18.899,1870
1221,218,0,0,35.1144,9.5286,13,920,19.219,1875
1222,218,1,1,35.1491,9.4292,13,911,19.401,1878
1223,218,0,0,35.2120,9.4492,13,916,19.035,1880
1224,218,1,1,35.2466,9.3632,13,908,18.834,1887
1225,218,0,0,35.3078,9.3832,13,912,19.549,1894
1226,218,0,0,35.3671,9.4032,13,918,20.772,1900
1227,218,0,0,35.4268,9.4232,13,912,19.574,1900
1228,218,0,0,35.4873,9.4432,13,914,18.952,1901
1229,218,0,0,35.5489,9.4632,13,908,18.516,1905
1230,219,1,0,35.4115,9.4399,14,914,18.981,1911
1231,219,0,0,35.4721,9.4599,14,930,19.517,1916
1232,219,1,1,35.5036,9.3759,14,935,18.984,1924
1233,220,1,0,35.3672,9.3532,14,936,19.577,1934
1234,220,0,0,35.4287,9.3732,14,950,19.702,1945
1235,220,0,0,35.4888,9.3932,14,956,19.387,1951
1236,221,1,0,35.3521,9.3706,14,962,18.882,1957
1237,222,1,0,35.2165,9.3483,15,974,19.220,1972
1238,222,0,0,35.2751,9.3683,15,976,19.409,1981
1239,223,1,0,35.1396,9.3462,15,974,22.225,1991
1240,223,0,0,35.1971,9.3662,14,976,19.257,1957
1241,223,0,0,35.2555,9.3862,14,980,19.160,1959
1242,223,1,1,35.2784,9.3160,14,970,18.824,1960
1243,223,0,0,35.3359,9.3360,14,970,19.140,1962
1244,223,0,0,35.3939,9.3560,14,966,19.711,1962
1245,223,0,0,35.4515,9.3760,14,972,21.763,1971
1246,223,0,0,35.5097,9.3960,14,970,19.582,1973
1247,223,0,0,35.5694,9.4160,14,964,19.225,1974
1248,223,0,0,35.6290,9.4360,14,964,19.286,1975
1249,223,0,0,35.6883,9.4560,13,964,19.031,1966
1250,223,0,0,35.7476,9.4760,12,968,20.346,1954
1251,223,0,0,35.8070,9.4960,12,970,19.484,1956
1252,223,0,0,35.8658,9.5160,12,970,18.960,1956
1253,223,0,0,35.9248,9.5360,12,972,21.196,1959
1254,223,0,0,35.9831,9.5560,12,954,19.429,1959
1255,223,0,0,36.0419,9.5760,12,956,19.704,1962
1256,223,0,0,36.1007,9.5960,12,954,19.044,1963
1257,223,0,0,36.1590,9.6160,12,958,18.982,1971
1258,223,0,0,36.2156,9.6360,12,962,19.144,1984
1259,223,0,0,36.2722,9.6560,12,964,18.964,1984
1260,223,1,1,36.3017,9.5727,12,951,19.217,1989
1261,223,0,0,36.3596,9.5927,12,964,19.254,2000
1262,223,0,0,36.4171,9.6127,12,962,21.778,2005
1263,223,0,0,36.4745,9.6327,12,952,19.229,2007
1264,223,1,1,36.5040,9.5463,13,943,18.906,2017
1265,223,0,0,36.5601,9.5663,13,952,19.612,2023
1266,223,0,0,36.6166,9.5863,13,950,19.924,2028
1267,224,1,0,36.4729,9.5634,13,946,39.029,2033
1268,224,0,0,36.5291,9.5834,13,954,20.593,2036
1269,224,0,0,36.5855,9.6034,13,956,19.896,2047
1270,224,0,0,36.6425,9.6234,13,964,20.401,2048
1271,224,0,0,36.6992,9.6434,13,962,22.293,2048
1272,224,0,0,36.7575,9.6634,13,952,18.953,2052
1273,224,0,0,36.8160,9.6834,13,946,18.985,2054
1274,224,0,0,36.8757,9.7034,13,936,19.490,2059
1275,225,1,0,36.7354,9.6802,13,932,22.451,2060
1276,225,0,0,36.7961,9.7002,13,934,19.647,2063
1277,225,0,0,36.8566,9.7202,13,936,19.552,2065
1278,225,0,0,36.9162,9.7402,13,942,19.586,2068
1279,225,0,0,36.9761,9.7602,13,942,19.397,2069
1280,225,0,0,37.0352,9.7802,13,934,20.429,2070
1281,225,0,0,37.0939,9.8002,13,928,19.609,2073
1282,225,0,0,37.1524,9.8202,13,924,19.629,2075
1283,225,0,0,37.2114,9.8402,13,918,19.853,2075
1284,225,0,0,37.2700,9.8602,13,914,19.917,2083
1285,225,0,0,37.3278,9.8802,13,924,20.741,2089
1286,225,0,0,37.3863,9.9002,13,922,21.848,2091
1287,225,0,0,37.4445,9.9202,13,916,19.589,2092
1288,225,0,0,37.5037,9.9402,13,902,19.547,2094
1289,225,0,0,37.5620,9.9602,13,898,20.214,2107
1290,225,0,0,37.6188,9.9802,13,892,19.930,2107
1291,226,1,0,37.4737,9.9559,13,892,20.157,2110
1292,226,0,0,37.5313,9.9759,13,900,19.479,2112
1293,227,1,0,37.3877,9.9519,13,900,20.066,2115
1294,227,0,0,37.4446,9.9719,13,914,20.485,2116
1295,227,0,0,37.5035,9.9919,13,910,20.656,2117
1296,228,1,0,37.3635,9.9680,13,916,19.616,2122
1297,228,0,0,37.4224,9.9880,13,926,19.575,2126
1298,228,0,0,37.4817,10.0080,13,922,20.498,2130
1299,228,0,0,37.5413,10.0280,13,940,20.392,2134
1300,228,1,1,37.5736,9.9327,14,940,19.760,2140
1301,228,0,0,37.6322,9.9527,14,948,20.155,2145
1302,229,1,0,37.4915,9.9291,14,950,20.107,2152
1303,229,0,0,37.5503,9.9491,14,960,19.733,2152
1304,229,0,0,37.6097,9.9691,14,958,20.370,2152
1305,229,0,0,37.6691,9.9891,13,966,19.926,2139
1306,229,0,0,37.7272,10.0091,13,966,20.270,2147
1307,229,0,0,37.7853,10.0291,12,970,19.857,2129
1308,229,0,0,37.8438,10.0491,12,970,19.911,2131
1309,229,0,0,37.9034,10.0691,12,968,20.784,2133
1310,229,0,0,37.9624,10.0891,12,976,19.525,2133
1311,229,0,0,38.0207,10.1091,12,970,21.388,2134
1312,229,0,0,38.0775,10.1291,12,978,20.090,2135
1313,230,1,0,37.9325,10.1050,13,990,21.048,2144
1314,230,0,0,37.9887,10.1250,13,1002,21.034,2150
1315,230,0,0,38.0449,10.1450,13,1000,19.493,2155
1316,230,0,0,38.1008,10.1650,13,996,20.503,2164
1317,231,1,0,37.9563,10.1409,13,998,20.638,2166
1318,233,2,0,37.6173,10.0737,13,1010,19.874,2170
1319,233,0,0,37.6738,10.0937,13,1022,20.232,2174
1320,233,0,0,37.7301,10.1137,13,1020,19.833,2178
1321,233,0,0,37.7862,10.1337,12,1020,20.290,2165
1322,233,0,0,37.8415,10.1537,12,1018,20.792,2166
1323,233,0,0,37.8964,10.1737,12,1018,20.342,2167
1324,233,0,0,37.9520,10.1937,12,1006,20.398,2167
1325,233,0,0,38.0076,10.2137,12,1000,22.285,2171
1326,234,1,0,37.8663,10.1900,12,1000,21.467,2173
1327,234,0,0,37.9215,10.2100,12,1004,19.989,2175
1328,236,3,1,37.5618,10.0449,13,1004,20.259,2190
1329,236,0,0,37.6181,10.0649,13,1016,20.220,2202
1330,236,0,0,37.6741,10.0849,13,1018,21.211,2216
1331,236,0,0,37.7307,10.1049,13,1008,20.146,2217
1332,237,1,0,37.5950,10.0822,13,996,19.669,2225
1333,238,1,0,37.4617,10.0597,14,1018,20.093,2236
1334,238,0,0,37.5193,10.0797,14,1034,21.472,2241
1335,239,1,0,37.3856,10.0574,14,1032,20.766,2244
1336,240,1,0,37.2540,10.0355,14,1042,20.248,2247
1337,240,0,0,37.3122,10.0555,14,1048,20.427,2248
1338,241,1,0,37.1823,10.0337,15,1042,21.500,2257
1339,242,1,0,37.0541,10.0121,15,1052,20.966,2262
1340,242,0,0,37.1132,10.0321,15,1060,20.617,2266
1341,242,0,0,37.1724,10.0521,15,1076,20.607,2268
1342,243,1,0,37.0452,10.0307,16,1076,21.431,2275
1343,243,0,0,37.1032,10.0507,16,1088,20.986,2284
1344,243,0,0,37.1607,10.0707,16,1088,20.640,2291
1345,243,0,0,37.2182,10.0907,16,1090,20.474,2292
1346,243,0,0,37.2762,10.1107,16,1080,22.375,2293
1347,243,0,0,37.3351,10.1307,16,1080,20.499,2293
1348,243,0,0,37.3916,10.1507,16,1088,20.387,2293
1349,243,0,0,37.4476,10.1707,16,1082,21.438,2294
1350,243,0,0,37.5017,10.1907,16,1074,21.332,2296
1351,243,0,0,37.5550,10.2107,16,1080,21.372,2299
1352,243,0,0,37.6087,10.2307,16,1094,20.910,2300
1353,243,1,1,37.6377,10.1584,16,1097,22.033,2328
1354,243,0,0,37.6920,10.1784,16,1102,20.813,2329
1355,243,0,0,37.7463,10.1984,16,1102,20.301,2329
1356,243,0,0,37.8018,10.2184,16,1092,20.682,2331
1357,243,0,0,37.8561,10.2384,16,1092,21.287,2331
1358,243,0,0,37.9107,10.2584,15,1098,22.386,2320
1359,243,0,0,37.9663,10.2784,15,1096,20.742,2327
1360,243,0,0,38.0220,10.2984,15,1102,22.276,2328
1361,243,0,0,38.0770,10.3184,15,1108,21.834,2330
1362,243,1,1,38.1062,10.2413,15,1092,20.804,2332
1363,244,2,1,37.8397,10.1817,15,1114,20.810,2334
1364,245,1,0,37.7073,10.1600,15,1128,22.163,2342
1365,246,1,0,37.5784,10.1387,15,1132,21.006,2344
1366,248,2,0,37.2679,10.0767,16,1160,21.150,2361
1367,248,1,1,37.3016,9.9986,15,1179,22.580,2355
1368,248,0,0,37.3598,10.0186,15,1188,21.339,2359
1369,249,1,0,37.2362,9.9983,15,1192,22.551,2359
1370,250,1,0,37.1133,9.9782,16,1206,21.998,2365
1371,251,1,0,36.9903,9.9584,16,1214,21.284,2377
1372,252,2,1,36.8423,9.8257,17,1213,21.420,2389
1373,252,1,1,36.8742,9.7511,18,1230,21.558,2398
1374,252,0,0,36.9299,9.7711,18,1228,21.555,2413
1375,252,2,2,36.9383,9.6107,18,1233,21.682,2423
1376,252,0,0,36.9948,9.6307,17,1242,21.657,2417
1377,252,0,0,37.0515,9.6507,17,1252,22.124,2422
1378,253,1,0,36.9302,9.6325,17,1252,21.224,2428
1379,253,0,0,36.9868,9.6525,17,1254,20.966,2430
1380,253,1,1,37.0198,9.5863,17,1258,21.936,2435
1381,253,0,0,37.0768,9.6063,17,1250,22.938,2444
1382,253,0,0,37.1342,9.6263,17,1246,21.283,2445
1383,253,0,0,37.1904,9.6463,17,1242,22.225,2447
1384,253,0,0,37.2470,9.6663,17,1244,21.660,2447
1385,253,0,0,37.3030,9.6863,16,1234,22.273,2439
1386,253,0,0,37.3598,9.7063,16,1232,22.408,2439
1387,253,0,0,37.4149,9.7263,16,1236,21.879,2446
1388,253,0,0,37.4697,9.7463,16,1248,21.481,2447
1389,253,0,0,37.5257,9.7663,16,1238,22.555,2456
1390,253,0,0,37.5821,9.7863,16,1238,21.622,2458
1391,254,1,0,37.4593,9.7677,16,1238,21.100,2469
1392,255,1,0,37.3383,9.7494,17,1232,23.810,2478
1393,255,0,0,37.3947,9.7694,17,1242,22.935,2484
1394,255,0,0,37.4515,9.7894,17,1252,21.454,2488
1395,255,0,0,37.5086,9.8094,17,1252,23.038,2488
1396,255,0,0,37.5670,9.8294,17,1250,22.152,2490
1397,255,0,0,37.6259,9.8494,16,1248,21.428,2469
1398,255,0,0,37.6853,9.8694,16,1240,22.109,2470
1399,256,1,0,37.5661,9.8507,16,1254,21.734,2475
1400,255,0,1,37.7420,9.9073,16,1260,22.044,2488
1401,255,0,0,37.8033,9.9273,16,1238,22.515,2492
1402,257,2,0,37.5067,9.8699,16,1248,21.779,2496
1403,257,0,0,37.5670,9.8899,16,1290,21.978,2496
1404,257,0,0,37.6270,9.9099,16,1274,22.863,2497
1405,257,0,0,37.6862,9.9299,16,1268,21.646,2499
1406,258,1,0,37.5684,9.9113,16,1268,21.864,2500
1407,259,1,0,37.4519,9.8930,17,1282,22.796,2506
1408,259,0,0,37.5108,9.9130,17,1280,24.100,2511
1409,260,1,0,37.3941,9.8948,17,1280,21.611,2494
1410,260,0,0,37.4530,9.9148,17,1286,23.019,2501
1411,260,0,0,37.5125,9.9348,17,1288,21.301,2510
1412,260,0,0,37.5714,9.9548,17,1284,22.242,2510
1413,260,0,0,37.6308,9.9748,17,1284,24.229,2511
1414,260,0,0,37.6894,9.9948,17,1284,22.244,2515
1415,260,0,0,37.7464,10.0148,17,1282,23.430,2516
1416,260,0,0,37.8027,10.0348,17,1278,23.105,2519
1417,260,0,0,37.8586,10.0548,17,1268,23.019,2529
1418,260,0,0,37.9156,10.0748,17,1272,24.990,2537
1419,260,0,0,37.9723,10.0948,17,1274,24.463,2539
1420,260,0,0,38.0272,10.1148,17,1266,24.883,2540
1421,260,0,0,38.0813,10.1348,17,1258,22.041,2546
1422,261,1,0,37.9580,10.1159,17,1264,22.849,2551
1423,261,0,0,38.0117,10.1359,17,1282,22.343,2555
1424,262,2,1,37.8666,10.0306,17,1282,21.972,2563
1425,262,0,0,37.9224,10.0506,17,1312,22.988,2572
1426,262,0,0,37.9794,10.0706,17,1314,23.726,2581
1427,262,0,0,38.0370,10.0906,17,1308,22.390,2582
1428,263,2,1,37.8963,9.9910,18,1317,23.924,2589
1429,263,0,0,37.9542,10.0110,18,1340,23.788,2596
1430,264,1,0,37.8381,9.9930,18,1344,24.331,2607
1431,264,1,1,37.8721,9.9292,18,1362,22.875,2619
1432,265,1,0,37.7565,9.9116,17,1380,22.355,2623
1433,265,0,0,37.8135,9.9316,17,1422,23.809,2623
1434,265,0,0,37.8695,9.9516,17,1424,22.726,2625
1435,266,1,0,37.7531,9.9342,16,1426,23.029,2612
1436,266,0,0,37.8088,9.9542,16,1444,23.072,2612
1437,266,1,1,37.8412,9.8659,16,1442,22.801,2616
1438,266,0,0,37.8960,9.8859,16,1450,25.445,2622
1439,266,0,0,37.9511,9.9059,16,1446,22.680,2625
1440,266,0,0,38.0058,9.9259,16,1454,23.779,2627
1441,266,0,0,38.0601,9.9459,16,1476,22.613,2630
1442,266,0,0,38.1142,9.9659,14,1480,22.784,2597
1443,266,0,0,38.1683,9.9859,15,1482,22.821,2598
1444,266,0,0,38.2216,10.0059,15,1492,23.150,2598
1445,266,0,0,38.2750,10.0259,15,1488,23.361,2598
1446,267,1,0,38.1561,10.0082,15,1494,23.216,2606
1447,268,1,0,38.0379,9.9908,15,1502,22.679,2610
1448,269,1,0,37.9209,9.9736,15,1506,24.015,2616
1449,270,2,1,37.7823,9.8736,15,1513,22.713,2622
1450,271,1,0,37.6675,9.8571,15,1528,24.481,2636
1451,271,0,0,37.7202,9.8771,15,1534,23.495,2641
1452,272,1,0,37.6047,9.8607,15,1508,24.351,2648
1453,272,0,0,37.6576,9.8807,15,1518,23.364,2652
1454,272,0,0,37.7110,9.9007,15,1520,22.970,2657
1455,272,0,0,37.7640,9.9207,15,1528,23.630,2658
1456,272,0,0,37.8177,9.9407,15,1520,22.431,2662
1457,272,0,0,37.8712,9.9607,15,1522,23.698,2663
1458,273,1,0,37.7577,9.9442,16,1516,24.884,2668
1459,273,0,0,37.8116,9.9642,16,1522,24.253,2678
1460,273,0,0,37.8660,9.9842,15,1520,23.663,2669
1461,275,3,1,37.5649,9.8417,15,1513,22.970,2675
1462,276,1,0,37.4543,9.8260,15,1536,24.026,2679
1463,276,0,0,37.5096,9.8460,15,1564,23.300,2684
1464,276,0,0,37.5646,9.8660,14,1558,23.388,2665
1465,276,2,2,37.5775,9.7042,14,1549,23.529,2679
1466,276,0,0,37.6333,9.7242,14,1562,22.894,2684
1467,276,0,0,37.6868,9.7442,14,1562,24.917,2689
1468,276,0,0,37.7393,9.7642,13,1566,23.186,2690
1469,276,0,0,37.7930,9.7842,13,1554,24.721,2690
1470,276,0,0,37.8466,9.8042,13,1552,23.070,2691
1471,276,1,1,37.8786,9.7321,13,1539,24.879,2691
1472,276,0,0,37.9320,9.7521,13,1544,23.225,2697
1473,276,0,0,37.9866,9.7721,13,1540,24.267,2698
1474,277,1,0,37.8755,9.7568,14,1544,23.303,2711
1475,278,1,0,37.7655,9.7416,14,1546,23.905,2720
1476,278,0,0,37.8210,9.7616,14,1552,25.518,2730
1477,278,0,0,37.8761,9.7816,14,1538,23.429,2737
1478,280,2,0,37.6030,9.7316,14,1546,24.706,2742
1479,280,0,0,37.6579,9.7516,14,1554,25.844,2748
1480,280,0,0,37.7133,9.7716,14,1548,25.498,2751
1481,280,0,0,37.7689,9.7916,14,1556,23.762,2752
1482,280,0,0,37.8249,9.8116,14,1564,24.759,2754
1483,280,0,0,37.8809,9.8316,14,1558,23.632,2755
1484,280,0,0,37.9373,9.8516,14,1556,24.019,2755
1485,280,0,0,37.9944,9.8716,14,1536,23.465,2757
1486,280,0,0,38.0503,9.8916,14,1520,25.433,2758
1487,280,0,0,38.1050,9.9116,13,1518,23.322,2680
1488,280,0,0,38.1593,9.9316,13,1526,24.720,2682
1489,280,0,0,38.2138,9.9516,13,1516,24.511,2682
1490,280,0,0,38.2662,9.9716,13,1500,23.574,2696
1491,280,0,0,38.3184,9.9916,13,1496,23.948,2696
1492,280,0,0,38.3707,10.0116,13,1502,23.165,2699
1493,280,0,0,38.4234,10.0316,13,1486,25.134,2702
1494,281,1,0,38.3105,10.0158,13,1476,23.135,2708
1495,281,0,0,38.3622,10.0358,13,1482,24.031,2719
1496,282,1,0,38.2498,10.0201,13,1476,23.870,2728
1497,282,0,0,38.3019,10.0401,13,1492,23.493,2728
1498,282,0,0,38.3561,10.0601,13,1482,23.858,2732
1499,282,0,0,38.4105,10.0801,13,1484,23.610,2740
1500,282,1,1,38.4427,10.0195,13,1476,24.368,2742
1501,282,1,1,38.4740,9.9628,13,1472,23.711,2745
1502,282,0,0,38.5272,9.9828,13,1474,24.363,2748
1503,282,0,0,38.5804,10.0028,14,1482,24.885,2753
1504,282,0,0,38.6337,10.0228,14,1482,24.584,2753
1505,282,0,0,38.6862,10.0428,14,1484,23.669,2756
1506,282,0,0,38.7386,10.0628,14,1476,24.635,2757
1507,282,2,2,38.7482,9.9182,14,1472,23.857,2762
1508,282,0,0,38.8013,9.9382,14,1472,24.573,2766
1509,282,0,0,38.8533,9.9582,14,1468,23.480,2770
1510,282,0,0,38.9042,9.9782,14,1472,24.727,2772
1511,282,0,0,38.9549,9.9982,14,1464,24.703,2774
1512,282,0,0,39.0056,10.0182,14,1458,23.893,2776
1513,282,0,0,39.0551,10.0382,14,1466,25.288,2782
1514,282,0,0,39.1042,10.0582,14,1472,24.382,2787
1515,282,1,1,39.1322,9.9967,14,1476,24.696,2793
1516,282,0,0,39.1821,10.0167,14,1486,23.805,2800
1517,282,0,0,39.2332,10.0367,14,1470,28.609,2803
1518,282,0,0,39.2852,10.0567,14,1470,24.609,2806
1519,284,2,0,39.0044,10.0058,15,1474,24.692,2815
1520,284,0,0,39.0574,10.0258,14,1496,23.927,2811
1521,284,1,1,39.0558,9.9614,14,1482,25.033,2817
1522,285,1,0,38.9429,9.9464,14,1508,24.112,2831
1523,287,2,0,38.6673,9.8969,14,1532,25.250,2840
1524,287,0,0,38.7201,9.9169,14,1552,23.785,2843
1525,287,1,1,38.7512,9.8565,14,1549,25.153,2849
1526,287,0,0,38.8034,9.8765,14,1548,24.005,2859
1527,287,1,1,38.8342,9.8128,14,1534,25.160,2862
1528,287,0,0,38.8868,9.8328,12,1532,23.346,2442
1529,287,1,1,38.9178,9.7773,12,1527,23.733,2442
1530,287,0,0,38.9711,9.7973,12,1528,22.813,2445
1531,287,0,0,39.0236,9.8173,12,1532,23.538,2448
1532,287,0,0,39.0765,9.8373,12,1534,23.541,2454
1533,287,0,0,39.1275,9.8573,12,1518,23.136,2457
1534,289,2,0,38.8524,9.8089,12,1516,24.997,2458
1535,291,2,0,38.5828,9.7614,14,1546,23.114,2472
1536,291,0,0,38.6363,9.7814,14,1580,24.739,2482
1537,291,0,0,38.6907,9.8014,14,1592,23.723,2497
1538,291,0,0,38.7461,9.8214,14,1592,24.827,2500
1539,291,0,0,38.8009,9.8414,14,1596,23.987,2506
1540,291,0,0,38.8562,9.8614,14,1606,24.694,2511
1541,291,0,0,38.9106,9.8814,14,1608,23.538,2512
1542,291,0,0,38.9653,9.9014,13,1604,23.750,2501
1543,291,0,0,39.0213,9.9214,13,1606,24.118,2501
1544,291,0,0,39.0759,9.9414,13,1602,24.128,2501
1545,291,0,0,39.1297,9.9614,13,1604,24.137,2502
1546,291,0,0,39.1833,9.9814,13,1606,23.281,2505
1547,291,0,0,39.2377,10.0014,13,1616,23.793,2505
1548,292,2,1,39.1085,9.9071,13,1631,23.650,2514
1549,293,2,1,38.9803,9.8119,15,1645,23.527,2529
1550,293,0,0,39.0346,9.8319,15,1660,24.748,2548
1551,293,0,0,39.0884,9.8519,15,1662,23.967,2557
1552,293,0,0,39.1426,9.8719,14,1654,24.838,2545
1553,293,0,0,39.1971,9.8919,14,1634,24.438,2550
1554,293,0,0,39.2510,9.9119,14,1642,24.557,2551
1555,294,2,1,39.1204,9.8137,14,1652,24.797,2556
1556,294,0,0,39.1725,9.8337,14,1662,26.308,2561
1557,296,2,0,38.9052,9.7872,14,1646,25.008,2572
1558,297,1,0,38.7997,9.7741,14,1672,26.009,2580
1559,297,0,0,38.8529,9.7941,14,1680,26.313,2590
1560,297,0,0,38.9061,9.8141,14,1680,24.030,2599
1561,297,0,0,38.9587,9.8341,14,1670,25.692,2601
1562,297,0,0,39.0132,9.8541,14,1656,24.271,2601
1563,297,0,0,39.0672,9.8741,14,1650,24.552,2601
1564,297,0,0,39.1213,9.8941,14,1642,24.632,2602
1565,297,0,0,39.1741,9.9141,14,1640,24.693,2603
1566,297,1,1,39.2073,9.8591,14,1646,24.992,2610
1567,297,1,1,39.2404,9.8005,14,1648,24.476,2612
1568,297,0,0,39.2930,9.8205,14,1648,25.120,2616
1569,297,0,0,39.3461,9.8405,14,1638,24.094,2618
